geoid,name,year,est_total_population,population_density,percentage_race_white,percentage_race_black_african_american,percentage_race_american_indian_alaska_native,percentage_race_asian,percentage_race_native_hawaiian_pacific_islander,percentage_race_other_race,percentage_race_two_plus_races,percentage_race_two_plus_races_includes_other_race,percentage_race_two_plus_races_excludes_other_race,registered_voters_total,partisan_lean_left,partisan_lean_right,polling_locations_total,registered_voters_per_polling_location,polling_locations_removed_since_last_general,polling_locations_added_since_last_general,est_total_housing_units,est_total_occupied_housing_units,est_total_vacant_housing_units,est_occupied_housing_units_with_vehicle_available,est_occupied_housing_units_no_vehicle_available
0500000US06005,"Amador County, California",2012,37764,,0.882,0.026,0.021,0.013,0.001,0.033,0.024,0.002,0.023,,,,,,,,,,,,
0500000US06007,"Butte County, California",2012,220101,,0.839,0.015,0.01,0.042,0.002,0.032,0.06,0.009,0.051,,,,,,,,,,,,
0500000US06009,"Calaveras County, California",2012,45507,,0.908,0.01,0.01,0.014,0,0.024,0.033,0.005,0.029,,,,,,,,,,,,
0500000US06011,"Colusa County, California",2012,21329,,0.724,0.008,0.012,0.01,0.002,0.187,0.056,0.016,0.04,,,,,,,,,,,,
0500000US06013,"Contra Costa County, California",2012,1052047,,0.637,0.091,0.004,0.145,0.005,0.067,0.051,0.008,0.042,,,,,,,,,,,,
0500000US06015,"Del Norte County, California",2012,28496,,0.746,0.038,0.054,0.03,0.005,0.066,0.061,0.003,0.059,,,,,,,,,,,,
0500000US06017,"El Dorado County, California",2012,180441,,0.872,0.008,0.01,0.034,0.001,0.039,0.037,0.005,0.032,,,,,,,,,,,,
0500000US06019,"Fresno County, California",2012,930517,,0.588,0.051,0.01,0.095,0.001,0.214,0.04,0.015,0.025,,,,,,,,,,,,
0500000US06021,"Glenn County, California",2012,28078,,0.814,0.008,0.026,0.024,0,0.094,0.033,0.016,0.017,,,,,,,,,,,,
0500000US06023,"Humboldt County, California",2012,134317,,0.829,0.012,0.058,0.024,0.003,0.024,0.049,0.011,0.038,,,,,,,,,,,,
0500000US06025,"Imperial County, California",2012,173487,,0.695,0.033,0.016,0.015,0.001,0.208,0.033,0.017,0.016,,,,,,,,,,,,
0500000US06027,"Inyo County, California",2012,18474,,0.801,0.009,0.105,0.015,0.005,0.048,0.017,0.001,0.016,,,,,,,,,,,,
0500000US06029,"Kern County, California",2012,839153,,0.715,0.056,0.012,0.041,0.001,0.139,0.037,0.011,0.026,,,,,,,,,,,,
0500000US06031,"Kings County, California",2012,151982,,0.73,0.069,0.013,0.038,0.002,0.109,0.04,0.012,0.028,,,,,,,,,,,,
0500000US06033,"Lake County, California",2012,64360,,0.836,0.023,0.031,0.011,0.002,0.062,0.035,0.005,0.03,,,,,,,,,,,,
0500000US06035,"Lassen County, California",2012,34628,,0.704,0.085,0.034,0.013,0.006,0.119,0.038,0.014,0.024,,,,,,,,,,,,
0500000US06037,"Los Angeles County, California",2012,9840024,,0.531,0.085,0.005,0.138,0.003,0.202,0.036,0.011,0.025,,,,,,,,,,,,
0500000US06039,"Madera County, California",2012,150615,,0.809,0.035,0.018,0.02,0.003,0.08,0.036,0.013,0.023,,,,,,,,,,,,
0500000US06041,"Marin County, California",2012,252759,,0.796,0.029,0.003,0.057,0.002,0.078,0.035,0.007,0.028,,,,,,,,,,,,
0500000US06043,"Mariposa County, California",2012,18193,,0.887,0.008,0.037,0.015,0.002,0.019,0.033,0.003,0.03,,,,,,,,,,,,
0500000US06045,"Mendocino County, California",2012,87577,,0.832,0.009,0.048,0.018,0.002,0.055,0.037,0.007,0.029,,,,,,,,,,,,
0500000US06047,"Merced County, California",2012,256398,,0.677,0.038,0.01,0.075,0.002,0.166,0.032,0.012,0.02,,,,,,,,,,,,
0500000US06049,"Modoc County, California",2012,9545,,0.882,0.014,0.03,0.004,0,0.035,0.036,0,0.036,,,,,,,,,,,,
0500000US06051,"Mono County, California",2012,14181,,0.836,0.006,0.034,0.008,0.002,0.08,0.035,0.004,0.031,,,,,,,,,,,,
0500000US06053,"Monterey County, California",2012,416199,,0.744,0.03,0.009,0.063,0.005,0.112,0.037,0.01,0.026,,,,,,,,,,,,
0500000US06055,"Napa County, California",2012,136644,,0.801,0.02,0.007,0.069,0.004,0.068,0.031,0.009,0.022,,,,,,,,,,,,
0500000US06057,"Nevada County, California",2012,98521,,0.93,0.004,0.009,0.014,0.002,0.014,0.027,0.005,0.022,,,,,,,,,,,,
0500000US06059,"Orange County, California",2012,3021840,,0.624,0.016,0.004,0.181,0.003,0.139,0.032,0.008,0.024,,,,,,,,,,,,
0500000US06061,"Placer County, California",2012,350074,,0.845,0.012,0.007,0.062,0.002,0.033,0.038,0.007,0.032,,,,,,,,,,,,
0500000US06063,"Plumas County, California",2012,19926,,0.91,0.013,0.021,0.012,0.009,0.011,0.024,0.002,0.023,,,,,,,,,,,,
0500000US06065,"Riverside County, California",2012,2192982,,0.664,0.063,0.01,0.06,0.003,0.161,0.039,0.012,0.027,,,,,,,,,,,,
0500000US06067,"Sacramento County, California",2012,1422348,,0.6,0.101,0.009,0.145,0.01,0.074,0.061,0.011,0.05,,,,,,,,,,,,
0500000US06069,"San Benito County, California",2012,55467,,0.83,0.015,0.01,0.023,0,0.087,0.034,0.009,0.025,,,,,,,,,,,,
0500000US06071,"San Bernardino County, California",2012,2041029,,0.624,0.087,0.01,0.064,0.003,0.168,0.044,0.013,0.031,,,,,,,,,,,,
0500000US06073,"San Diego County, California",2012,3100500,,0.715,0.051,0.007,0.111,0.005,0.067,0.045,0.009,0.037,,,,,,,,,,,,
0500000US06075,"San Francisco County, California",2012,807755,,0.507,0.06,0.005,0.335,0.004,0.048,0.041,0.006,0.035,,,,,,,,,,,,
0500000US06077,"San Joaquin County, California",2012,687036,,0.597,0.073,0.01,0.143,0.005,0.108,0.063,0.013,0.05,,,,,,,,,,,,
0500000US06079,"San Luis Obispo County, California",2012,270121,,0.841,0.022,0.01,0.034,0.001,0.059,0.033,0.006,0.027,,,,,,,,,,,,
0500000US06081,"San Mateo County, California",2012,721183,,0.59,0.028,0.004,0.25,0.015,0.069,0.045,0.009,0.036,,,,,,,,,,,,
0500000US06083,"Santa Barbara County, California",2012,423594,,0.767,0.02,0.011,0.049,0.002,0.113,0.038,0.01,0.028,,,,,,,,,,,,
0500000US06085,"Santa Clara County, California",2012,1788393,,0.504,0.026,0.006,0.323,0.004,0.095,0.043,0.01,0.033,,,,,,,,,,,,
0500000US06087,"Santa Cruz County, California",2012,262340,,0.823,0.01,0.005,0.042,0.002,0.079,0.04,0.007,0.033,,,,,,,,,,,,
0500000US06089,"Shasta County, California",2012,177693,,0.876,0.009,0.023,0.027,0.002,0.02,0.043,0.005,0.038,,,,,,,,,,,,
0500000US06091,"Sierra County, California",2012,3163,,0.932,0.011,0.003,0.001,0.006,0.042,0.004,0.002,0.002,,,,,,,,,,,,
0500000US06093,"Siskiyou County, California",2012,44673,,0.869,0.012,0.028,0.013,0.004,0.011,0.063,0.004,0.059,,,,,,,,,,,,
0500000US06095,"Solano County, California",2012,414209,,0.527,0.142,0.005,0.148,0.009,0.097,0.072,0.015,0.057,,,,,,,,,,,,
0500000US06097,"Sonoma County, California",2012,483456,,0.811,0.016,0.012,0.041,0.003,0.082,0.035,0.007,0.028,,,,,,,,,,,,
0500000US06099,"Stanislaus County, California",2012,515115,,0.773,0.028,0.01,0.052,0.007,0.087,0.043,0.012,0.031,,,,,,,,,,,,
0500000US06101,"Sutter County, California",2012,94615,,0.667,0.018,0.014,0.14,0.003,0.098,0.06,0.012,0.048,,,,,,,,,,,,
0500000US06103,"Tehama County, California",2012,63200,,0.864,0.006,0.024,0.011,0.001,0.052,0.042,0.013,0.028,,,,,,,,,,,,
0500000US06105,"Trinity County, California",2012,13693,,0.886,0.009,0.014,0.012,0.003,0.01,0.067,0.001,0.066,,,,,,,,,,,,
0500000US06107,"Tulare County, California",2012,441877,,0.796,0.016,0.013,0.033,0.001,0.106,0.035,0.011,0.024,,,,,,,,,,,,
0500000US06109,"Tuolumne County, California",2012,55205,,0.873,0.02,0.017,0.011,0.001,0.039,0.039,0.009,0.03,,,,,,,,,,,,
0500000US06111,"Ventura County, California",2012,822794,,0.73,0.018,0.011,0.07,0.002,0.13,0.041,0.012,0.029,,,,,,,,,,,,
0500000US06113,"Yolo County, California",2012,200873,,0.668,0.025,0.012,0.129,0.006,0.103,0.057,0.013,0.044,,,,,,,,,,,,
0500000US06115,"Yuba County, California",2012,72244,,0.705,0.028,0.015,0.071,0.004,0.105,0.074,0.019,0.055,,,,,,,,,,,,
0500000US08001,"Adams County, Colorado",2012,442996,,0.793,0.032,0.011,0.036,0.001,0.091,0.037,0.012,0.026,,,,,,,,,,,,
0500000US08003,"Alamosa County, Colorado",2012,15750,,0.803,0.007,0.012,0.01,0.001,0.089,0.078,0.013,0.065,,,,,,,,,,,,
0500000US08005,"Arapahoe County, Colorado",2012,574357,,0.754,0.1,0.008,0.049,0.002,0.045,0.041,0.01,0.032,,,,,,,,,,,,
0500000US08007,"Archuleta County, Colorado",2012,12109,,0.894,0.005,0.007,0.01,0.001,0.038,0.045,0.02,0.026,,,,,,,,,,,,
0500000US08009,"Baca County, Colorado",2012,3783,,0.946,0.004,0.009,0.008,0.001,0.012,0.021,0.008,0.013,,,,,,,,,,,,
0500000US08011,"Bent County, Colorado",2012,6192,,0.805,0.085,0.027,0.014,0,0.046,0.023,0.007,0.016,,,,,,,,,,,,
0500000US08013,"Boulder County, Colorado",2012,297218,,0.877,0.009,0.004,0.04,0,0.042,0.027,0.003,0.024,,,,,,,,,,,,
0500000US08014,"Broomfield County, Colorado",2012,55913,,0.876,0.008,0.003,0.052,0,0.018,0.043,0.003,0.039,,,,,,,,,,,,
0500000US08015,"Chaffee County, Colorado",2012,17879,,0.94,0.028,0.008,0.003,0,0.015,0.007,0.002,0.004,,,,,,,,,,,,
0500000US08017,"Cheyenne County, Colorado",2012,2095,,0.981,0.002,0.002,0.005,0,0.002,0.007,0,0.007,,,,,,,,,,,,
0500000US08019,"Clear Creek County, Colorado",2012,9059,,0.946,0.004,0.006,0.005,0,0.017,0.022,0,0.022,,,,,,,,,,,,
0500000US08021,"Conejos County, Colorado",2012,8241,,0.832,0.001,0.009,0.002,0,0.056,0.101,0.007,0.094,,,,,,,,,,,,
0500000US08023,"Costilla County, Colorado",2012,3556,,0.822,0.003,0.006,0.006,0,0.046,0.116,0.001,0.115,,,,,,,,,,,,
0500000US08025,"Crowley County, Colorado",2012,5747,,0.831,0.077,0.016,0.008,0.002,0.045,0.02,0.004,0.016,,,,,,,,,,,,
0500000US08027,"Custer County, Colorado",2012,4208,,0.976,0.009,0.002,0.003,0,0.004,0.005,0,0.005,,,,,,,,,,,,
0500000US08029,"Delta County, Colorado",2012,30710,,0.944,0.01,0.006,0.006,0,0.021,0.013,0.002,0.011,,,,,,,,,,,,
0500000US08031,"Denver County, Colorado",2012,604356,,0.736,0.101,0.012,0.034,0.001,0.084,0.032,0.007,0.024,,,,,,,,,,,,
0500000US08033,"Dolores County, Colorado",2012,1806,,0.966,0,0.011,0.002,0.001,0,0.02,0,0.02,,,,,,,,,,,,
0500000US08035,"Douglas County, Colorado",2012,286883,,0.912,0.011,0.003,0.039,0,0.01,0.025,0.003,0.022,,,,,,,,,,,,
0500000US08037,"Eagle County, Colorado",2012,51850,,0.901,0.003,0.004,0.011,0,0.063,0.018,0.001,0.017,,,,,,,,,,,,
0500000US08039,"Elbert County, Colorado",2012,23058,,0.951,0.003,0.007,0.007,0,0.007,0.025,0.005,0.02,,,,,,,,,,,,
0500000US08041,"El Paso County, Colorado",2012,622816,,0.816,0.061,0.008,0.026,0.003,0.035,0.052,0.006,0.045,,,,,,,,,,,,
0500000US08043,"Fremont County, Colorado",2012,47006,,0.85,0.059,0.019,0.011,0.001,0.041,0.018,0.004,0.014,,,,,,,,,,,,
0500000US08045,"Garfield County, Colorado",2012,56330,,0.901,0.011,0.005,0.006,0.002,0.058,0.017,0.004,0.014,,,,,,,,,,,,
0500000US08047,"Gilpin County, Colorado",2012,5358,,0.93,0.008,0.003,0.004,0,0.022,0.032,0.011,0.021,,,,,,,,,,,,
0500000US08049,"Grand County, Colorado",2012,14608,,0.939,0.006,0.005,0.009,0.001,0.03,0.01,0.001,0.01,,,,,,,,,,,,
0500000US08051,"Gunnison County, Colorado",2012,15385,,0.953,0.008,0.004,0.007,0,0.015,0.013,0,0.013,,,,,,,,,,,,
0500000US08053,"Hinsdale County, Colorado",2012,790,,0.991,0,0,0,0,0,0.009,0,0.009,,,,,,,,,,,,
0500000US08055,"Huerfano County, Colorado",2012,6730,,0.698,0.02,0.063,0.007,0,0.072,0.138,0.005,0.133,,,,,,,,,,,,
0500000US08057,"Jackson County, Colorado",2012,1397,,0.967,0.003,0.007,0.004,0,0.011,0.008,0.002,0.006,,,,,,,,,,,,
0500000US08059,"Jefferson County, Colorado",2012,536095,,0.903,0.011,0.008,0.026,0,0.026,0.025,0.005,0.02,,,,,,,,,,,,
0500000US08061,"Kiowa County, Colorado",2012,1393,,0.981,0.001,0.001,0.008,0,0,0.009,0.001,0.008,,,,,,,,,,,,
0500000US08063,"Kit Carson County, Colorado",2012,8210,,0.934,0.032,0.008,0.003,0.001,0.013,0.01,0,0.01,,,,,,,,,,,,
0500000US08065,"Lake County, Colorado",2012,7372,,0.787,0.01,0.024,0.007,0.001,0.146,0.024,0.006,0.018,,,,,,,,,,,,
0500000US08067,"La Plata County, Colorado",2012,51443,,0.874,0.005,0.063,0.007,0.001,0.03,0.02,0.005,0.015,,,,,,,,,,,,
0500000US08069,"Larimer County, Colorado",2012,300870,,0.913,0.008,0.006,0.018,0.001,0.025,0.029,0.006,0.023,,,,,,,,,,,,
0500000US08071,"Las Animas County, Colorado",2012,15385,,0.858,0.011,0.021,0.005,0.002,0.067,0.034,0.013,0.022,,,,,,,,,,,,
0500000US08073,"Lincoln County, Colorado",2012,5443,,0.856,0.092,0.022,0.002,0.003,0.012,0.014,0,0.014,,,,,,,,,,,,
0500000US08075,"Logan County, Colorado",2012,22541,,0.939,0.015,0.003,0.006,0,0.017,0.02,0.009,0.01,,,,,,,,,,,,
0500000US08077,"Mesa County, Colorado",2012,146562,,0.902,0.007,0.011,0.007,0.001,0.046,0.027,0.006,0.021,,,,,,,,,,,,
0500000US08079,"Mineral County, Colorado",2012,702,,0.969,0.013,0.007,0.001,0,0.009,0.001,0,0.001,,,,,,,,,,,,
0500000US08081,"Moffat County, Colorado",2012,13547,,0.926,0.003,0.021,0.008,0.001,0.025,0.015,0.003,0.011,,,,,,,,,,,,
0500000US08083,"Montezuma County, Colorado",2012,25424,,0.842,0.001,0.112,0.006,0,0.012,0.027,0.003,0.024,,,,,,,,,,,,
0500000US08085,"Montrose County, Colorado",2012,40994,,0.91,0.006,0.008,0.006,0.001,0.038,0.031,0.006,0.025,,,,,,,,,,,,
0500000US08087,"Morgan County, Colorado",2012,28200,,0.903,0.026,0.006,0.002,0.001,0.042,0.02,0.007,0.013,,,,,,,,,,,,
0500000US08089,"Otero County, Colorado",2012,18791,,0.896,0.004,0.032,0.004,0,0.044,0.02,0.007,0.013,,,,,,,,,,,,
0500000US08091,"Ouray County, Colorado",2012,4445,,0.977,0,0.003,0.006,0,0,0.014,0,0.014,,,,,,,,,,,,
0500000US08093,"Park County, Colorado",2012,16168,,0.963,0,0.006,0.008,0.001,0.001,0.021,0,0.021,,,,,,,,,,,,
0500000US08095,"Phillips County, Colorado",2012,4380,,0.954,0.004,0.004,0.004,0,0.018,0.015,0.005,0.011,,,,,,,,,,,,
0500000US08097,"Pitkin County, Colorado",2012,17000,,0.954,0.006,0.008,0.012,0,0.01,0.01,0.001,0.009,,,,,,,,,,,,
0500000US08099,"Prowers County, Colorado",2012,12539,,0.934,0.003,0.006,0.004,0,0.03,0.023,0.01,0.013,,,,,,,,,,,,
0500000US08101,"Pueblo County, Colorado",2012,159072,,0.821,0.02,0.019,0.007,0.001,0.092,0.041,0.016,0.025,,,,,,,,,,,,
0500000US08103,"Rio Blanco County, Colorado",2012,6728,,0.952,0.007,0.015,0.003,0,0.007,0.015,0,0.015,,,,,,,,,,,,
0500000US08105,"Rio Grande County, Colorado",2012,11925,,0.8,0.006,0.025,0.003,0,0.135,0.031,0.01,0.02,,,,,,,,,,,,
0500000US08107,"Routt County, Colorado",2012,23385,,0.962,0.004,0.003,0.012,0,0.008,0.012,0.004,0.008,,,,,,,,,,,,
0500000US08109,"Saguache County, Colorado",2012,6189,,0.81,0.005,0.015,0.002,0.001,0.104,0.064,0.015,0.05,,,,,,,,,,,,
0500000US08111,"San Juan County, Colorado",2012,747,,0.949,0,0.005,0.009,0,0.02,0.016,0,0.016,,,,,,,,,,,,
0500000US08113,"San Miguel County, Colorado",2012,7432,,0.966,0.002,0.004,0.016,0,0.002,0.01,0.001,0.009,,,,,,,,,,,,
0500000US08115,"Sedgwick County, Colorado",2012,2389,,0.959,0.003,0.001,0.005,0.002,0.012,0.018,0.003,0.015,,,,,,,,,,,,
0500000US08117,"Summit County, Colorado",2012,27753,,0.909,0.006,0.008,0.01,0.003,0.054,0.01,0.003,0.006,,,,,,,,,,,,
0500000US08119,"Teller County, Colorado",2012,23163,,0.947,0.008,0.008,0.009,0.001,0.011,0.015,0.002,0.013,,,,,,,,,,,,
0500000US08121,"Washington County, Colorado",2012,4796,,0.968,0.004,0.01,0.002,0,0.006,0.009,0.002,0.007,,,,,,,,,,,,
0500000US08123,"Weld County, Colorado",2012,253552,,0.889,0.009,0.009,0.013,0,0.053,0.027,0.007,0.02,,,,,,,,,,,,
0500000US08125,"Yuma County, Colorado",2012,10032,,0.95,0.001,0.002,0.001,0,0.02,0.025,0.004,0.021,,,,,,,,,,,,
0500000US09001,"Fairfield County, Connecticut",2012,918892,,0.762,0.109,0.002,0.047,0,0.062,0.02,0.005,0.014,,,,,,,,,,,,
0500000US09003,"Hartford County, Connecticut",2012,893504,,0.733,0.131,0.003,0.043,0,0.062,0.027,0.008,0.02,,,,,,,,,,,,
0500000US09005,"Litchfield County, Connecticut",2012,189277,,0.943,0.012,0.003,0.016,0,0.009,0.016,0.002,0.015,,,,,,,,,,,,
0500000US09007,"Middlesex County, Connecticut",2012,165639,,0.893,0.046,0.001,0.027,0,0.013,0.021,0.002,0.018,,,,,,,,,,,,
0500000US09009,"New Haven County, Connecticut",2012,860995,,0.755,0.125,0.003,0.036,0,0.057,0.025,0.006,0.018,,,,,,,,,,,,
0500000US09011,"New London County, Connecticut",2012,273723,,0.827,0.054,0.005,0.043,0.001,0.03,0.039,0.005,0.033,,,,,,,,,,,,
0500000US09013,"Tolland County, Connecticut",2012,152137,,0.9,0.029,0.001,0.034,0,0.012,0.025,0.001,0.024,,,,,,,,,,,,
0500000US09015,"Windham County, Connecticut",2012,118046,,0.915,0.019,0.003,0.012,0,0.024,0.026,0.003,0.023,,,,,,,,,,,,
0500000US10001,"Kent County, Delaware",2012,162785,,0.691,0.24,0.006,0.021,0.001,0.012,0.031,0.003,0.028,,,,,,,,,,,,
0500000US10003,"New Castle County, Delaware",2012,539665,,0.674,0.238,0.002,0.044,0,0.019,0.021,0.003,0.019,,,,,,,,,,,,
0500000US10005,"Sussex County, Delaware",2012,197681,,0.799,0.128,0.004,0.01,0,0.038,0.022,0.003,0.019,,,,,,,,,,,,
0500000US11001,"District of Columbia, District of Columbia",2012,605759,,0.395,0.511,0.004,0.035,0.001,0.034,0.021,0.003,0.018,,,,,,,,,,,,
0500000US12001,"Alachua County, Florida",2012,247973,,0.704,0.201,0.002,0.054,0.001,0.011,0.027,0.004,0.023,,,,,,,,,,,,
0500000US12003,"Baker County, Florida",2012,27010,,0.84,0.14,0.001,0.005,0,0.003,0.011,0.001,0.01,,,,,,,,,,,,
0500000US12005,"Bay County, Florida",2012,168957,,0.825,0.105,0.005,0.02,0.001,0.004,0.04,0.004,0.036,,,,,,,,,,,,
0500000US12007,"Bradford County, Florida",2012,28404,,0.77,0.206,0.003,0.003,0,0.001,0.017,0.002,0.015,,,,,,,,,,,,
0500000US12009,"Brevard County, Florida",2012,544019,,0.837,0.1,0.003,0.02,0.001,0.014,0.026,0.003,0.023,,,,,,,,,,,,
0500000US12011,"Broward County, Florida",2012,1761993,,0.638,0.267,0.002,0.033,0.001,0.034,0.025,0.006,0.019,,,,,,,,,,,,
0500000US12013,"Calhoun County, Florida",2012,14639,,0.806,0.153,0.014,0.002,0,0.013,0.012,0.001,0.011,,,,,,,,,,,,
0500000US12015,"Charlotte County, Florida",2012,160380,,0.908,0.056,0.002,0.012,0,0.006,0.016,0.001,0.015,,,,,,,,,,,,
0500000US12017,"Citrus County, Florida",2012,140805,,0.934,0.029,0.003,0.014,0,0.006,0.014,0.002,0.011,,,,,,,,,,,,
0500000US12019,"Clay County, Florida",2012,190891,,0.829,0.1,0.004,0.029,0,0.01,0.028,0.004,0.024,,,,,,,,,,,,
0500000US12021,"Collier County, Florida",2012,323548,,0.873,0.066,0.002,0.012,0,0.033,0.013,0.004,0.01,,,,,,,,,,,,
0500000US12023,"Columbia County, Florida",2012,67546,,0.777,0.176,0.005,0.006,0,0.012,0.025,0.003,0.022,,,,,,,,,,,,
0500000US12027,"DeSoto County, Florida",2012,34628,,0.807,0.13,0.001,0.005,0.001,0.042,0.014,0.006,0.008,,,,,,,,,,,,
0500000US12029,"Dixie County, Florida",2012,16301,,0.874,0.094,0.002,0.003,0,0.001,0.025,0.005,0.02,,,,,,,,,,,,
0500000US12031,"Duval County, Florida",2012,866431,,0.618,0.294,0.003,0.042,0.001,0.014,0.028,0.003,0.025,,,,,,,,,,,,
0500000US12033,"Escambia County, Florida",2012,298864,,0.694,0.223,0.006,0.029,0.002,0.008,0.038,0.004,0.034,,,,,,,,,,,,
0500000US12035,"Flagler County, Florida",2012,95987,,0.808,0.115,0.002,0.021,0.001,0.03,0.023,0.006,0.017,,,,,,,,,,,,
0500000US12037,"Franklin County, Florida",2012,11545,,0.825,0.149,0.001,0.013,0,0.005,0.006,0,0.005,,,,,,,,,,,,
0500000US12039,"Gadsden County, Florida",2012,46823,,0.37,0.555,0.003,0.004,0,0.05,0.017,0.005,0.011,,,,,,,,,,,,
0500000US12041,"Gilchrist County, Florida",2012,16880,,0.919,0.055,0.002,0.005,0,0.004,0.014,0.001,0.013,,,,,,,,,,,,
0500000US12043,"Glades County, Florida",2012,12952,,0.786,0.117,0.039,0.019,0,0.038,0.001,0,0.001,,,,,,,,,,,,
0500000US12045,"Gulf County, Florida",2012,15796,,0.778,0.185,0.006,0.009,0,0.008,0.013,0.001,0.012,,,,,,,,,,,,
0500000US12047,"Hamilton County, Florida",2012,14728,,0.611,0.347,0.003,0.004,0,0.017,0.019,0.003,0.015,,,,,,,,,,,,
0500000US12049,"Hardee County, Florida",2012,27347,,0.824,0.082,0.008,0.011,0,0.063,0.012,0.006,0.005,,,,,,,,,,,,
0500000US12051,"Hendry County, Florida",2012,38669,,0.665,0.134,0.017,0.007,0,0.165,0.011,0.004,0.007,,,,,,,,,,,,
0500000US12053,"Hernando County, Florida",2012,172784,,0.902,0.053,0.003,0.011,0,0.015,0.015,0.002,0.013,,,,,,,,,,,,
0500000US12055,"Highlands County, Florida",2012,98734,,0.849,0.093,0.005,0.013,0.001,0.022,0.017,0.003,0.013,,,,,,,,,,,,
0500000US12057,"Hillsborough County, Florida",2012,1238365,,0.733,0.167,0.005,0.034,0.001,0.031,0.028,0.006,0.022,,,,,,,,,,,,
0500000US12059,"Holmes County, Florida",2012,19971,,0.907,0.054,0.009,0.005,0.004,0.001,0.02,0,0.02,,,,,,,,,,,,
0500000US12061,"Indian River County, Florida",2012,138203,,0.873,0.089,0.001,0.012,0,0.011,0.014,0.001,0.013,,,,,,,,,,,,
0500000US12063,"Jackson County, Florida",2012,49589,,0.69,0.262,0.004,0.005,0,0.013,0.027,0.004,0.022,,,,,,,,,,,,
0500000US12065,"Jefferson County, Florida",2012,14564,,0.602,0.369,0.002,0.001,0.001,0.013,0.012,0.003,0.009,,,,,,,,,,,,
0500000US12067,"Lafayette County, Florida",2012,8668,,0.807,0.154,0,0.004,0,0.035,0,0,0,,,,,,,,,,,,
0500000US12069,"Lake County, Florida",2012,297995,,0.838,0.096,0.003,0.018,0.001,0.022,0.022,0.006,0.016,,,,,,,,,,,,
0500000US12071,"Lee County, Florida",2012,624155,,0.843,0.081,0.004,0.015,0,0.04,0.017,0.004,0.013,,,,,,,,,,,,
0500000US12073,"Leon County, Florida",2012,276506,,0.631,0.302,0.004,0.03,0,0.011,0.021,0.003,0.019,,,,,,,,,,,,
0500000US12075,"Levy County, Florida",2012,40541,,0.87,0.094,0.002,0.005,0,0.006,0.023,0.006,0.018,,,,,,,,,,,,
0500000US12077,"Liberty County, Florida",2012,8300,,0.759,0.159,0.014,0.008,0,0.027,0.034,0,0.034,,,,,,,,,,,,
0500000US12079,"Madison County, Florida",2012,19187,,0.566,0.389,0.004,0.002,0.005,0.019,0.015,0.001,0.014,,,,,,,,,,,,
0500000US12081,"Manatee County, Florida",2012,324834,,0.836,0.086,0.002,0.017,0,0.04,0.017,0.003,0.014,,,,,,,,,,,,
0500000US12083,"Marion County, Florida",2012,331987,,0.816,0.124,0.004,0.014,0,0.026,0.016,0.004,0.012,,,,,,,,,,,,
0500000US12085,"Martin County, Florida",2012,146497,,0.876,0.057,0.006,0.009,0,0.038,0.014,0.003,0.011,,,,,,,,,,,,
0500000US12086,"Miami-Dade County, Florida",2012,2512219,,0.749,0.19,0.002,0.016,0,0.029,0.014,0.006,0.008,,,,,,,,,,,,
0500000US12087,"Monroe County, Florida",2012,73475,,0.903,0.065,0.002,0.011,0,0.008,0.011,0.002,0.009,,,,,,,,,,,,
0500000US12089,"Nassau County, Florida",2012,73303,,0.902,0.068,0.002,0.009,0,0.005,0.015,0.002,0.013,,,,,,,,,,,,
0500000US12091,"Okaloosa County, Florida",2012,183400,,0.811,0.089,0.006,0.032,0.002,0.018,0.042,0.005,0.037,,,,,,,,,,,,
0500000US12093,"Okeechobee County, Florida",2012,39779,,0.851,0.085,0.007,0.004,0,0.038,0.015,0.002,0.013,,,,,,,,,,,,
0500000US12095,"Orange County, Florida",2012,1153795,,0.653,0.207,0.003,0.049,0.001,0.061,0.027,0.008,0.019,,,,,,,,,,,,
0500000US12097,"Osceola County, Florida",2012,272355,,0.752,0.114,0.002,0.026,0,0.069,0.036,0.01,0.025,,,,,,,,,,,,
0500000US12099,"Palm Beach County, Florida",2012,1324085,,0.762,0.173,0.002,0.024,0,0.021,0.017,0.003,0.014,,,,,,,,,,,,
0500000US12101,"Pasco County, Florida",2012,465276,,0.896,0.044,0.003,0.022,0.001,0.013,0.022,0.005,0.016,,,,,,,,,,,,
0500000US12103,"Pinellas County, Florida",2012,917389,,0.835,0.103,0.002,0.03,0.001,0.009,0.02,0.003,0.017,,,,,,,,,,,,
0500000US12105,"Polk County, Florida",2012,604562,,0.787,0.147,0.003,0.017,0,0.026,0.019,0.003,0.017,,,,,,,,,,,,
0500000US12107,"Putnam County, Florida",2012,74224,,0.775,0.165,0.003,0.007,0.001,0.033,0.017,0.001,0.016,,,,,,,,,,,,
0500000US12109,"St. Johns County, Florida",2012,191495,,0.896,0.053,0.002,0.02,0.002,0.008,0.021,0.001,0.019,,,,,,,,,,,,
0500000US12111,"St. Lucie County, Florida",2012,278246,,0.73,0.188,0.005,0.016,0,0.031,0.03,0.006,0.024,,,,,,,,,,,,
0500000US12113,"Santa Rosa County, Florida",2012,153086,,0.875,0.052,0.007,0.021,0.001,0.007,0.036,0.006,0.03,,,,,,,,,,,,
0500000US12115,"Sarasota County, Florida",2012,380479,,0.913,0.046,0.002,0.013,0,0.01,0.015,0.001,0.013,,,,,,,,,,,,
