geoid,name,year,est_total_population,population_density,percentage_race_white,percentage_race_black_african_american,percentage_race_american_indian_alaska_native,percentage_race_asian,percentage_race_native_hawaiian_pacific_islander,percentage_race_other_race,percentage_race_two_plus_races,percentage_race_two_plus_races_includes_other_race,percentage_race_two_plus_races_excludes_other_race,registered_voters_total,partisan_lean_left,partisan_lean_right,polling_locations_total,registered_voters_per_polling_location,polling_locations_removed_since_last_general,polling_locations_added_since_last_general,est_total_housing_units,est_total_occupied_housing_units,est_total_vacant_housing_units,est_occupied_housing_units_with_vehicle_available,est_occupied_housing_units_no_vehicle_available
0500000US37019,"Brunswick County, North Carolina",2020,137303,,0.839,0.094,0.006,0.005,0,0.021,0.035,0.009,0.026,,,,,,0,,,,,,
0500000US37021,"Buncombe County, North Carolina",2020,259576,,0.878,0.061,0.003,0.013,0.001,0.013,0.031,0.011,0.02,,,,,,0,,,,,,
0500000US37023,"Burke County, North Carolina",2020,90148,,0.84,0.061,0.009,0.037,0.001,0.032,0.019,0.002,0.017,,,,,,0,,,,,,
0500000US37025,"Cabarrus County, North Carolina",2020,211605,,0.692,0.187,0.003,0.041,0.001,0.043,0.033,0.012,0.021,,,,,,0,,,,,,
0500000US37027,"Caldwell County, North Carolina",2020,82056,,0.884,0.043,0.002,0.005,0.001,0.037,0.028,0.006,0.022,,,,,,0,,,,,,
0500000US37029,"Camden County, North Carolina",2020,10654,,0.819,0.111,0.002,0.018,0.005,0.004,0.041,0.006,0.035,,,,,,0,,,,,,
0500000US37031,"Carteret County, North Carolina",2020,69301,,0.891,0.049,0.003,0.011,0.001,0.009,0.036,0.004,0.033,,,,,,0,,,,,,
0500000US37033,"Caswell County, North Carolina",2020,22619,,0.63,0.327,0.002,0.009,0.001,0.019,0.013,0.004,0.008,,,,,,0,,,,,,
0500000US37035,"Catawba County, North Carolina",2020,158507,,0.785,0.083,0.004,0.045,0,0.053,0.03,0.011,0.02,,,,,,0,,,,,,
0500000US37037,"Chatham County, North Carolina",2020,72853,,0.791,0.118,0.002,0.016,0,0.037,0.036,0.012,0.025,,,,,,0,,,,,,
0500000US37039,"Cherokee County, North Carolina",2020,28413,,0.93,0.013,0.017,0.008,0.001,0.011,0.02,0.001,0.019,,,,,,0,,,,,,
0500000US37041,"Chowan County, North Carolina",2020,13995,,0.605,0.342,0.005,0.005,0,0.023,0.02,0.003,0.018,,,,,,0,,,,,,
0500000US37043,"Clay County, North Carolina",2020,11150,,0.964,0.019,0.005,0.002,0.004,0.001,0.004,0,0.004,,,,,,0,,,,,,
0500000US37045,"Cleveland County, North Carolina",2020,97765,,0.741,0.207,0.002,0.01,0.001,0.021,0.017,0.002,0.015,,,,,,0,,,,,,
0500000US37047,"Columbus County, North Carolina",2020,55659,,0.625,0.297,0.035,0.004,0,0.019,0.019,0.002,0.018,,,,,,0,,,,,,
0500000US37049,"Craven County, North Carolina",2020,102290,,0.697,0.214,0.007,0.029,0.001,0.023,0.029,0.005,0.024,,,,,,0,,,,,,
0500000US37051,"Cumberland County, North Carolina",2020,334562,,0.485,0.372,0.013,0.025,0.004,0.03,0.071,0.013,0.058,,,,,,0,,,,,,
0500000US37053,"Currituck County, North Carolina",2020,27210,,0.892,0.055,0.003,0.004,0.001,0.012,0.033,0.01,0.023,,,,,,0,,,,,,
0500000US37055,"Dare County, North Carolina",2020,36698,,0.911,0.033,0.001,0.005,0,0.019,0.029,0.012,0.017,,,,,,0,,,,,,
0500000US37057,"Davidson County, North Carolina",2020,166837,,0.845,0.094,0.003,0.015,0,0.013,0.029,0.008,0.021,,,,,,0,,,,,,
0500000US37059,"Davie County, North Carolina",2020,42543,,0.886,0.048,0.006,0.007,0,0.011,0.041,0.013,0.028,,,,,,0,,,,,,
0500000US37061,"Duplin County, North Carolina",2020,58965,,0.689,0.232,0.004,0.003,0.001,0.039,0.033,0.006,0.027,,,,,,0,,,,,,
0500000US37063,"Durham County, North Carolina",2020,317665,,0.509,0.356,0.003,0.05,0.001,0.033,0.05,0.018,0.031,,,,,,0,,,,,,
0500000US37065,"Edgecombe County, North Carolina",2020,52069,,0.394,0.575,0.003,0.002,0.001,0.01,0.016,0.003,0.013,,,,,,0,,,,,,
0500000US37067,"Forsyth County, North Carolina",2020,378499,,0.641,0.261,0.003,0.024,0.001,0.026,0.044,0.017,0.026,,,,,,0,,,,,,
0500000US37069,"Franklin County, North Carolina",2020,68027,,0.667,0.241,0.009,0.005,0.001,0.032,0.045,0.014,0.031,,,,,,0,,,,,,
0500000US37071,"Gaston County, North Carolina",2020,222119,,0.759,0.166,0.003,0.017,0.001,0.018,0.037,0.01,0.027,,,,,,0,,,,,,
0500000US37073,"Gates County, North Carolina",2020,11519,,0.63,0.316,0.008,0.015,0,0,0.03,0.004,0.026,,,,,,0,,,,,,
0500000US37075,"Graham County, North Carolina",2020,8501,,0.876,0.002,0.09,0,0,0.025,0.008,0,0.008,,,,,,0,,,,,,
0500000US37077,"Granville County, North Carolina",2020,59823,,0.604,0.295,0.004,0.005,0.004,0.041,0.048,0.01,0.038,,,,,,0,,,,,,
0500000US37079,"Greene County, North Carolina",2020,20987,,0.57,0.338,0.005,0,0,0.026,0.06,0.02,0.04,,,,,,0,,,,,,
0500000US37081,"Guilford County, North Carolina",2020,532956,,0.54,0.342,0.005,0.051,0,0.026,0.034,0.011,0.024,,,,,,0,,,,,,
0500000US37083,"Halifax County, North Carolina",2020,50678,,0.396,0.522,0.035,0.007,0.002,0.006,0.032,0.005,0.026,,,,,,0,,,,,,
0500000US37085,"Harnett County, North Carolina",2020,134328,,0.668,0.21,0.01,0.013,0.003,0.052,0.045,0.012,0.033,,,,,,0,,,,,,
0500000US37087,"Haywood County, North Carolina",2020,61862,,0.945,0.009,0.005,0.008,0,0.009,0.024,0.01,0.014,,,,,,0,,,,,,
0500000US37089,"Henderson County, North Carolina",2020,116298,,0.906,0.036,0.003,0.014,0,0.017,0.024,0.007,0.018,,,,,,0,,,,,,
0500000US37091,"Hertford County, North Carolina",2020,23752,,0.348,0.602,0.013,0.009,0,0.009,0.02,0.004,0.016,,,,,,0,,,,,,
0500000US37093,"Hoke County, North Carolina",2020,54590,,0.441,0.336,0.077,0.014,0.002,0.065,0.066,0.01,0.056,,,,,,0,,,,,,
0500000US37095,"Hyde County, North Carolina",2020,5089,,0.635,0.295,0.001,0,0,0.02,0.049,0.035,0.014,,,,,,0,,,,,,
0500000US37097,"Iredell County, North Carolina",2020,178853,,0.8,0.121,0.003,0.024,0.001,0.021,0.029,0.007,0.023,,,,,,0,,,,,,
0500000US37099,"Jackson County, North Carolina",2020,43435,,0.83,0.021,0.075,0.007,0,0.028,0.04,0.009,0.031,,,,,,0,,,,,,
0500000US37101,"Johnston County, North Carolina",2020,203308,,0.749,0.162,0.005,0.007,0,0.039,0.039,0.012,0.026,,,,,,0,,,,,,
0500000US37103,"Jones County, North Carolina",2020,9453,,0.643,0.295,0.009,0.004,0,0.015,0.034,0.014,0.019,,,,,,0,,,,,,
0500000US37105,"Lee County, North Carolina",2020,61083,,0.726,0.196,0.007,0.015,0,0.02,0.036,0.019,0.017,,,,,,0,,,,,,
0500000US37107,"Lenoir County, North Carolina",2020,56350,,0.53,0.388,0.002,0.003,0.001,0.029,0.046,0.001,0.046,,,,,,0,,,,,,
0500000US37109,"Lincoln County, North Carolina",2020,84580,,0.887,0.05,0.002,0.008,0.001,0.019,0.033,0.014,0.019,,,,,,0,,,,,,
0500000US37111,"McDowell County, North Carolina",2020,45402,,0.908,0.037,0.002,0.01,0,0.02,0.023,0.007,0.016,,,,,,0,,,,,,
0500000US37113,"Macon County, North Carolina",2020,35172,,0.931,0.015,0.006,0.009,0,0.025,0.013,0.001,0.012,,,,,,0,,,,,,
0500000US37115,"Madison County, North Carolina",2020,21608,,0.949,0.015,0.003,0.005,0,0.004,0.024,0.005,0.019,,,,,,0,,,,,,
0500000US37117,"Martin County, North Carolina",2020,22644,,0.536,0.421,0.003,0.006,0,0.003,0.031,0.021,0.01,,,,,,0,,,,,,
0500000US37119,"Mecklenburg County, North Carolina",2020,1095170,,0.519,0.316,0.003,0.061,0,0.06,0.04,0.013,0.026,,,,,,0,,,,,,
0500000US37121,"Mitchell County, North Carolina",2020,14959,,0.957,0.001,0.005,0.002,0,0.007,0.027,0.003,0.024,,,,,,0,,,,,,
0500000US37123,"Montgomery County, North Carolina",2020,27223,,0.755,0.174,0.005,0.015,0,0.03,0.021,0,0.021,,,,,,0,,,,,,
0500000US37125,"Moore County, North Carolina",2020,99263,,0.808,0.111,0.008,0.014,0.002,0.022,0.035,0.01,0.025,,,,,,0,,,,,,
0500000US37127,"Nash County, North Carolina",2020,94287,,0.514,0.405,0.006,0.009,0,0.042,0.024,0.005,0.018,,,,,,0,,,,,,
0500000US37129,"New Hanover County, North Carolina",2020,231448,,0.807,0.132,0.002,0.014,0.001,0.017,0.028,0.003,0.025,,,,,,0,,,,,,
0500000US37131,"Northampton County, North Carolina",2020,19672,,0.393,0.554,0.005,0.003,0,0.013,0.031,0.003,0.028,,,,,,0,,,,,,
0500000US37133,"Onslow County, North Carolina",2020,198377,,0.74,0.143,0.005,0.02,0.002,0.014,0.076,0.019,0.057,,,,,,0,,,,,,
0500000US37135,"Orange County, North Carolina",2020,146354,,0.752,0.112,0.005,0.079,0,0.016,0.036,0.007,0.029,,,,,,0,,,,,,
0500000US37137,"Pamlico County, North Carolina",2020,12673,,0.763,0.186,0.002,0.006,0,0.01,0.033,0.01,0.023,,,,,,0,,,,,,
0500000US37139,"Pasquotank County, North Carolina",2020,39775,,0.576,0.36,0.002,0.012,0,0.007,0.043,0.007,0.036,,,,,,0,,,,,,
0500000US37141,"Pender County, North Carolina",2020,61891,,0.774,0.142,0.003,0.005,0.001,0.049,0.026,0.003,0.024,,,,,,0,,,,,,
0500000US37143,"Perquimans County, North Carolina",2020,13513,,0.737,0.237,0.002,0.005,0,0.009,0.01,0.002,0.008,,,,,,0,,,,,,
0500000US37145,"Person County, North Carolina",2020,39561,,0.67,0.255,0.006,0.004,0.001,0.023,0.041,0.009,0.032,,,,,,0,,,,,,
0500000US37147,"Pitt County, North Carolina",2020,179961,,0.562,0.349,0.004,0.018,0.001,0.038,0.029,0.005,0.025,,,,,,0,,,,,,
0500000US37149,"Polk County, North Carolina",2020,20682,,0.907,0.048,0.004,0.007,0,0.015,0.019,0.013,0.006,,,,,,0,,,,,,
0500000US37151,"Randolph County, North Carolina",2020,143460,,0.841,0.062,0.003,0.012,0.001,0.05,0.031,0.007,0.024,,,,,,0,,,,,,
0500000US37153,"Richmond County, North Carolina",2020,44759,,0.605,0.319,0.026,0.01,0.001,0.014,0.025,0.008,0.017,,,,,,0,,,,,,
0500000US37155,"Robeson County, North Carolina",2020,131656,,0.273,0.238,0.402,0.006,0,0.06,0.022,0.003,0.019,,,,,,0,,,,,,
0500000US37157,"Rockingham County, North Carolina",2020,91051,,0.749,0.182,0.005,0.007,0,0.025,0.032,0.008,0.024,,,,,,0,,,,,,
0500000US37159,"Rowan County, North Carolina",2020,140978,,0.762,0.161,0.006,0.01,0,0.029,0.032,0.011,0.021,,,,,,0,,,,,,
0500000US37161,"Rutherford County, North Carolina",2020,66741,,0.856,0.092,0.004,0.005,0,0.015,0.028,0.006,0.022,,,,,,0,,,,,,
0500000US37163,"Sampson County, North Carolina",2020,63284,,0.607,0.255,0.021,0.006,0,0.078,0.033,0.013,0.021,,,,,,0,,,,,,
0500000US37165,"Scotland County, North Carolina",2020,34921,,0.432,0.388,0.121,0.008,0,0.021,0.031,0.008,0.023,,,,,,0,,,,,,
0500000US37167,"Stanly County, North Carolina",2020,62050,,0.832,0.116,0.005,0.017,0,0.008,0.021,0.005,0.016,,,,,,0,,,,,,
0500000US37169,"Stokes County, North Carolina",2020,45688,,0.928,0.04,0.005,0.004,0,0.01,0.014,0.004,0.009,,,,,,0,,,,,,
0500000US37171,"Surry County, North Carolina",2020,71904,,0.893,0.038,0.003,0.006,0.002,0.035,0.023,0.009,0.014,,,,,,0,,,,,,
0500000US37173,"Swain County, North Carolina",2020,14241,,0.647,0.007,0.302,0.004,0,0.005,0.034,0,0.034,,,,,,0,,,,,,
0500000US37175,"Transylvania County, North Carolina",2020,34039,,0.915,0.043,0.004,0.002,0,0.016,0.021,0.004,0.017,,,,,,0,,,,,,
0500000US37177,"Tyrrell County, North Carolina",2020,3978,,0.586,0.357,0.006,0.005,0,0.021,0.025,0.006,0.018,,,,,,0,,,,,,
0500000US37179,"Union County, North Carolina",2020,235767,,0.794,0.116,0.002,0.033,0,0.023,0.031,0.008,0.023,,,,,,0,,,,,,
0500000US37181,"Vance County, North Carolina",2020,44614,,0.418,0.491,0.011,0.008,0,0.033,0.038,0.009,0.029,,,,,,0,,,,,,
0500000US37183,"Wake County, North Carolina",2020,1091662,,0.638,0.202,0.003,0.073,0,0.04,0.043,0.015,0.028,,,,,,0,,,,,,
0500000US37185,"Warren County, North Carolina",2020,19746,,0.39,0.502,0.057,0.005,0.002,0.017,0.027,0.008,0.02,,,,,,0,,,,,,
0500000US37187,"Washington County, North Carolina",2020,11788,,0.459,0.486,0.004,0.003,0,0.027,0.02,0.01,0.01,,,,,,0,,,,,,
0500000US37189,"Watauga County, North Carolina",2020,55669,,0.934,0.017,0.005,0.012,0.001,0.013,0.018,0.006,0.012,,,,,,0,,,,,,
0500000US37191,"Wayne County, North Carolina",2020,123785,,0.621,0.304,0.003,0.012,0,0.014,0.047,0.015,0.032,,,,,,0,,,,,,
0500000US37193,"Wilkes County, North Carolina",2020,68341,,0.904,0.039,0.002,0.006,0.003,0.017,0.029,0.012,0.017,,,,,,0,,,,,,
0500000US37195,"Wilson County, North Carolina",2020,81579,,0.499,0.398,0.005,0.006,0,0.06,0.031,0.008,0.023,,,,,,0,,,,,,
0500000US37197,"Yadkin County, North Carolina",2020,37589,,0.913,0.032,0.003,0.001,0.001,0.017,0.033,0.02,0.013,,,,,,0,,,,,,
0500000US37199,"Yancey County, North Carolina",2020,17870,,0.952,0.006,0.006,0.003,0,0.009,0.024,0.011,0.013,,,,,,0,,,,,,
0500000US38001,"Adams County, North Dakota",2020,2271,,0.952,0.016,0.004,0.023,0,0,0.005,0,0.005,,,,,,0,,,,,,
0500000US38003,"Barnes County, North Dakota",2020,10592,,0.912,0.024,0.019,0.008,0,0.001,0.037,0.029,0.008,,,,,,0,,,,,,
0500000US38005,"Benson County, North Dakota",2020,6860,,0.407,0.002,0.539,0.001,0.001,0.005,0.045,0.011,0.035,,,,,,0,,,,,,
0500000US38007,"Billings County, North Dakota",2020,886,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,
0500000US38009,"Bottineau County, North Dakota",2020,6418,,0.927,0.006,0.04,0.003,0,0.005,0.019,0.003,0.016,,,,,,0,,,,,,
0500000US38011,"Bowman County, North Dakota",2020,3091,,0.971,0,0.008,0,0.001,0.01,0.009,0,0.009,,,,,,0,,,,,,
0500000US38013,"Burke County, North Dakota",2020,2142,,0.934,0.007,0.011,0.015,0,0.004,0.028,0.002,0.027,,,,,,0,,,,,,
0500000US38015,"Burleigh County, North Dakota",2020,95509,,0.887,0.024,0.042,0.008,0.001,0.004,0.034,0.012,0.023,,,,,,0,,,,,,
0500000US38017,"Cass County, North Dakota",2020,179937,,0.861,0.061,0.009,0.033,0,0.006,0.031,0.004,0.027,,,,,,0,,,,,,
0500000US38019,"Cavalier County, North Dakota",2020,3769,,0.938,0.001,0.014,0,0,0.034,0.014,0,0.014,,,,,,0,,,,,,
0500000US38021,"Dickey County, North Dakota",2020,4857,,0.953,0.007,0.019,0,0,0.006,0.016,0.003,0.013,,,,,,0,,,,,,
0500000US38023,"Divide County, North Dakota",2020,2289,,0.941,0.025,0.011,0,0,0,0.024,0.01,0.014,,,,,,0,,,,,,
0500000US38025,"Dunn County, North Dakota",2020,4362,,0.842,0.017,0.089,0.012,0.003,0.013,0.025,0.011,0.014,,,,,,0,,,,,,
0500000US38027,"Eddy County, North Dakota",2020,2262,,0.885,0,0.055,0,0.001,0.01,0.049,0.004,0.045,,,,,,0,,,,,,
0500000US38029,"Emmons County, North Dakota",2020,3262,,0.972,0,0.007,0.011,0,0.002,0.009,0.004,0.005,,,,,,0,,,,,,
0500000US38031,"Foster County, North Dakota",2020,3231,,0.954,0.006,0.014,0.001,0.004,0,0.022,0,0.021,,,,,,0,,,,,,
0500000US38033,"Golden Valley County, North Dakota",2020,1796,,0.915,0.001,0.021,0,0,0,0.062,0,0.062,,,,,,0,,,,,,
0500000US38035,"Grand Forks County, North Dakota",2020,70243,,0.853,0.038,0.027,0.028,0.006,0.015,0.032,0.003,0.029,,,,,,0,,,,,,
0500000US38037,"Grant County, North Dakota",2020,2318,,0.954,0,0.012,0.016,0,0,0.018,0.003,0.015,,,,,,0,,,,,,
0500000US38039,"Griggs County, North Dakota",2020,2314,,0.964,0,0.01,0,0,0,0.026,0.019,0.007,,,,,,0,,,,,,
0500000US38041,"Hettinger County, North Dakota",2020,2510,,0.914,0.004,0.024,0,0,0.018,0.04,0.003,0.037,,,,,,0,,,,,,
0500000US38043,"Kidder County, North Dakota",2020,2468,,0.955,0.006,0.015,0.002,0,0.015,0.007,0,0.007,,,,,,0,,,,,,
0500000US38045,"LaMoure County, North Dakota",2020,4225,,0.959,0.007,0.004,0.001,0,0.004,0.025,0.001,0.024,,,,,,0,,,,,,
0500000US38047,"Logan County, North Dakota",2020,1743,,0.972,0,0.001,0.001,0,0.007,0.019,0,0.019,,,,,,0,,,,,,
0500000US38049,"McHenry County, North Dakota",2020,5825,,0.972,0.005,0.009,0.003,0,0.001,0.009,0,0.009,,,,,,0,,,,,,
0500000US38051,"McIntosh County, North Dakota",2020,2535,,0.954,0.004,0.007,0.006,0,0.022,0.007,0,0.007,,,,,,0,,,,,,
0500000US38053,"McKenzie County, North Dakota",2020,13836,,0.824,0.016,0.1,0.007,0,0.019,0.035,0,0.035,,,,,,0,,,,,,
0500000US38055,"McLean County, North Dakota",2020,9531,,0.897,0.004,0.064,0.001,0.002,0.007,0.025,0.003,0.022,,,,,,0,,,,,,
0500000US38057,"Mercer County, North Dakota",2020,8359,,0.923,0.007,0.035,0.003,0,0.03,0.003,0,0.002,,,,,,0,,,,,,
0500000US38059,"Morton County, North Dakota",2020,31118,,0.91,0.012,0.036,0.007,0.001,0.015,0.018,0.002,0.016,,,,,,0,,,,,,
0500000US38061,"Mountrail County, North Dakota",2020,10348,,0.637,0.015,0.29,0.005,0.002,0.025,0.026,0.004,0.023,,,,,,0,,,,,,
0500000US38063,"Nelson County, North Dakota",2020,2864,,0.927,0.001,0.002,0.006,0,0.03,0.035,0.002,0.033,,,,,,0,,,,,,
0500000US38065,"Oliver County, North Dakota",2020,1962,,0.912,0,0.014,0.003,0.006,0,0.065,0.027,0.038,,,,,,0,,,,,,
0500000US38067,"Pembina County, North Dakota",2020,6850,,0.942,0.004,0.023,0.007,0,0,0.023,0.004,0.019,,,,,,0,,,,,,
0500000US38069,"Pierce County, North Dakota",2020,4061,,0.935,0.005,0.032,0.012,0,0.001,0.015,0,0.015,,,,,,0,,,,,,
0500000US38071,"Ramsey County, North Dakota",2020,11521,,0.837,0.005,0.096,0.015,0,0.003,0.045,0.008,0.036,,,,,,0,,,,,,
0500000US38073,"Ransom County, North Dakota",2020,5258,,0.941,0.002,0.004,0.03,0,0.013,0.009,0.002,0.008,,,,,,0,,,,,,
0500000US38075,"Renville County, North Dakota",2020,2387,,0.959,0.003,0,0.003,0,0.006,0.029,0.01,0.019,,,,,,0,,,,,,
0500000US38077,"Richland County, North Dakota",2020,16245,,0.921,0.005,0.018,0.005,0,0.015,0.036,0.002,0.034,,,,,,0,,,,,,
0500000US38079,"Rolette County, North Dakota",2020,14437,,0.183,0.006,0.767,0.001,0,0.005,0.037,0.008,0.029,,,,,,0,,,,,,
0500000US38081,"Sargent County, North Dakota",2020,3899,,0.935,0.031,0.005,0.001,0,0.005,0.023,0.001,0.022,,,,,,0,,,,,,
0500000US38083,"Sheridan County, North Dakota",2020,1289,,0.98,0,0.02,0,0,0,0,0,0,,,,,,0,,,,,,
0500000US38085,"Sioux County, North Dakota",2020,4339,,0.131,0.001,0.828,0,0,0.018,0.023,0.007,0.016,,,,,,0,,,,,,
0500000US38087,"Slope County, North Dakota",2020,788,,0.956,0.024,0.009,0,0,0,0.011,0.001,0.01,,,,,,0,,,,,,
0500000US38089,"Stark County, North Dakota",2020,31164,,0.899,0.027,0.017,0.013,0.003,0.021,0.021,0.004,0.018,,,,,,0,,,,,,
0500000US38091,"Steele County, North Dakota",2020,1817,,0.961,0.005,0,0,0,0.006,0.029,0.021,0.008,,,,,,0,,,,,,
0500000US38093,"Stutsman County, North Dakota",2020,20879,,0.931,0.016,0.015,0.006,0,0.006,0.026,0.006,0.021,,,,,,0,,,,,,
0500000US38095,"Towner County, North Dakota",2020,2191,,0.911,0.005,0.074,0.002,0,0,0.008,0.004,0.004,,,,,,0,,,,,,
0500000US38097,"Traill County, North Dakota",2020,7999,,0.927,0.011,0.011,0.003,0,0.019,0.029,0.008,0.021,,,,,,0,,,,,,
0500000US38099,"Walsh County, North Dakota",2020,10642,,0.928,0.004,0.024,0.008,0,0.008,0.029,0.016,0.013,,,,,,0,,,,,,
0500000US38101,"Ward County, North Dakota",2020,68962,,0.857,0.047,0.019,0.015,0.003,0.016,0.044,0.006,0.038,,,,,,0,,,,,,
0500000US38103,"Wells County, North Dakota",2020,3889,,0.989,0,0.001,0.002,0,0.006,0.003,0.001,0.002,,,,,,0,,,,,,
0500000US38105,"Williams County, North Dakota",2020,36044,,0.812,0.045,0.027,0.012,0.001,0.048,0.055,0.011,0.044,,,,,,0,,,,,,
0500000US39001,"Adams County, Ohio",2020,27685,,0.97,0.005,0,0.004,0,0.001,0.02,0.002,0.018,,,,,,0,,,,,,
0500000US39003,"Allen County, Ohio",2020,102808,,0.819,0.113,0.002,0.008,0,0.011,0.047,0.006,0.041,,,,,,0,,,,,,
0500000US39005,"Ashland County, Ohio",2020,53533,,0.964,0.009,0,0.007,0,0.002,0.018,0.004,0.014,,,,,,0,,,,,,
0500000US39007,"Ashtabula County, Ohio",2020,97416,,0.923,0.039,0.001,0.005,0,0.004,0.029,0.004,0.024,,,,,,0,,,,,,
0500000US39009,"Athens County, Ohio",2020,65945,,0.91,0.029,0.002,0.024,0,0.004,0.03,0.001,0.029,,,,,,0,,,,,,
0500000US39011,"Auglaize County, Ohio",2020,45709,,0.961,0.008,0.001,0.003,0,0.009,0.019,0.006,0.013,,,,,,0,,,,,,
0500000US39013,"Belmont County, Ohio",2020,67424,,0.931,0.035,0.002,0.006,0,0.005,0.022,0.001,0.021,,,,,,0,,,,,,
0500000US39015,"Brown County, Ohio",2020,43508,,0.971,0.008,0.001,0.002,0,0.002,0.016,0.001,0.015,,,,,,0,,,,,,
0500000US39017,"Butler County, Ohio",2020,382129,,0.83,0.077,0.001,0.034,0,0.012,0.045,0.008,0.037,,,,,,0,,,,,,
0500000US39019,"Carroll County, Ohio",2020,27195,,0.969,0.01,0,0.001,0,0,0.02,0.005,0.014,,,,,,0,,,,,,
0500000US39021,"Champaign County, Ohio",2020,38861,,0.94,0.018,0.003,0.004,0,0.004,0.031,0.006,0.026,,,,,,0,,,,,,
0500000US39023,"Clark County, Ohio",2020,134409,,0.862,0.083,0.002,0.005,0,0.009,0.039,0.002,0.037,,,,,,0,,,,,,
0500000US39025,"Clermont County, Ohio",2020,205616,,0.944,0.012,0.001,0.014,0,0.004,0.024,0.003,0.02,,,,,,0,,,,,,
0500000US39027,"Clinton County, Ohio",2020,42000,,0.939,0.019,0.001,0.006,0,0.007,0.028,0.001,0.027,,,,,,0,,,,,,
0500000US39029,"Columbiana County, Ohio",2020,102514,,0.943,0.022,0.001,0.003,0,0.009,0.023,0.005,0.018,,,,,,0,,,,,,
0500000US39031,"Coshocton County, Ohio",2020,36558,,0.967,0.012,0.002,0.003,0,0.001,0.014,0.001,0.013,,,,,,0,,,,,,
0500000US39033,"Crawford County, Ohio",2020,41603,,0.963,0.012,0.001,0.007,0.001,0.002,0.015,0.004,0.011,,,,,,0,,,,,,
0500000US39035,"Cuyahoga County, Ohio",2020,1241475,,0.614,0.293,0.002,0.031,0,0.019,0.04,0.009,0.031,,,,,,0,,,,,,
0500000US39037,"Darke County, Ohio",2020,51387,,0.972,0.007,0.002,0.004,0,0.002,0.012,0.001,0.012,,,,,,0,,,,,,
0500000US39039,"Defiance County, Ohio",2020,38024,,0.901,0.018,0.004,0.004,0.001,0.034,0.039,0.02,0.019,,,,,,0,,,,,,
0500000US39041,"Delaware County, Ohio",2020,205454,,0.857,0.035,0.001,0.068,0,0.006,0.032,0.005,0.027,,,,,,0,,,,,,
0500000US39043,"Erie County, Ohio",2020,74419,,0.846,0.091,0.004,0.008,0,0.012,0.039,0.01,0.029,,,,,,0,,,,,,
0500000US39045,"Fairfield County, Ohio",2020,156204,,0.86,0.076,0.001,0.017,0,0.008,0.038,0.005,0.032,,,,,,0,,,,,,
0500000US39047,"Fayette County, Ohio",2020,28609,,0.931,0.025,0,0.01,0,0.01,0.024,0.004,0.02,,,,,,0,,,,,,
0500000US39049,"Franklin County, Ohio",2020,1304715,,0.65,0.227,0.002,0.054,0,0.02,0.047,0.008,0.039,,,,,,0,,,,,,
0500000US39051,"Fulton County, Ohio",2020,42186,,0.928,0.003,0.004,0.005,0,0.022,0.037,0.019,0.017,,,,,,0,,,,,,
0500000US39053,"Gallia County, Ohio",2020,29995,,0.935,0.018,0.005,0.008,0.002,0.006,0.026,0.003,0.023,,,,,,0,,,,,,
0500000US39055,"Geauga County, Ohio",2020,93657,,0.96,0.013,0.001,0.006,0,0.004,0.018,0.005,0.012,,,,,,0,,,,,,
0500000US39057,"Greene County, Ohio",2020,167867,,0.846,0.067,0.001,0.03,0.001,0.01,0.045,0.008,0.037,,,,,,0,,,,,,
0500000US39059,"Guernsey County, Ohio",2020,38996,,0.949,0.017,0.002,0.004,0,0.006,0.022,0.001,0.02,,,,,,0,,,,,,
0500000US39061,"Hamilton County, Ohio",2020,815790,,0.666,0.256,0.001,0.027,0.001,0.012,0.038,0.006,0.032,,,,,,0,,,,,,
0500000US39063,"Hancock County, Ohio",2020,75765,,0.922,0.014,0.001,0.021,0,0.018,0.024,0.002,0.022,,,,,,0,,,,,,
0500000US39065,"Hardin County, Ohio",2020,31393,,0.954,0.011,0,0.008,0,0.008,0.02,0.005,0.015,,,,,,0,,,,,,
0500000US39067,"Harrison County, Ohio",2020,15132,,0.951,0.028,0,0.005,0,0.002,0.014,0,0.013,,,,,,0,,,,,,
0500000US39069,"Henry County, Ohio",2020,27068,,0.929,0.008,0.003,0.003,0.001,0.03,0.025,0.012,0.013,,,,,,0,,,,,,
0500000US39071,"Highland County, Ohio",2020,43080,,0.956,0.016,0.003,0.003,0,0.002,0.02,0.004,0.016,,,,,,0,,,,,,
0500000US39073,"Hocking County, Ohio",2020,28306,,0.963,0.008,0,0.001,0,0.004,0.024,0.005,0.019,,,,,,0,,,,,,
0500000US39075,"Holmes County, Ohio",2020,43954,,0.983,0.001,0.003,0.003,0,0.001,0.009,0.004,0.005,,,,,,0,,,,,,
0500000US39077,"Huron County, Ohio",2020,58271,,0.949,0.017,0.004,0.002,0,0.006,0.022,0.005,0.017,,,,,,0,,,,,,
0500000US39079,"Jackson County, Ohio",2020,32440,,0.965,0.01,0.001,0,0.002,0,0.022,0.005,0.017,,,,,,0,,,,,,
0500000US39081,"Jefferson County, Ohio",2020,65943,,0.909,0.058,0,0.006,0,0.004,0.023,0.002,0.021,,,,,,0,,,,,,
0500000US39083,"Knox County, Ohio",2020,61776,,0.955,0.009,0.003,0.005,0,0.007,0.022,0.005,0.017,,,,,,0,,,,,,
