geoid,cntyfp,tractfp,name,year,total_population,population_density,polling_locations_total,percentage_race_black_african_american
1400000US13121007808,13121,13121007808,"Census Tract 78.08, Fulton County, Georgia",2012,4585,7281,0,0.954
1400000US13121007808,13121,13121007808,"Census Tract 78.08, Fulton County, Georgia",2014,4273,6786,0,0.896
1400000US13121007808,13121,13121007808,"Census Tract 78.08, Fulton County, Georgia",2016,4716,7489,1,0.926
1400000US13121007808,13121,13121007808,"Census Tract 78.08, Fulton County, Georgia",2018,4456,7076,1,0.958
1400000US13121007808,13121,13121007808,"Census Tract 78.08, Fulton County, Georgia",2020,3728,5920,1,0.98
1400000US13121007809,13121,13121007809,"Census Tract 78.09, Fulton County, Georgia",2020,4736,1700,1,0.963
1400000US13121007810,13121,13121007810,"Census Tract 78.10, Fulton County, Georgia",2020,5114,2150,1,0.936
1400000US13121007900,13121,13121007900,"Census Tract 79, Fulton County, Georgia",2012,5449,1670,0,0.929
1400000US13121007900,13121,13121007900,"Census Tract 79, Fulton County, Georgia",2014,6050,1855,0,0.949
1400000US13121007900,13121,13121007900,"Census Tract 79, Fulton County, Georgia",2016,5552,1702,2,0.95
1400000US13121007900,13121,13121007900,"Census Tract 79, Fulton County, Georgia",2018,5331,1634,2,0.967
1400000US13121007900,13121,13121007900,"Census Tract 79, Fulton County, Georgia",2020,5432,1665,2,0.914
1400000US13121008000,13121,13121008000,"Census Tract 80, Fulton County, Georgia",2012,4949,2168,0,0.958
1400000US13121008000,13121,13121008000,"Census Tract 80, Fulton County, Georgia",2014,5383,2358,0,0.959
1400000US13121008000,13121,13121008000,"Census Tract 80, Fulton County, Georgia",2016,5824,2551,1,0.951
1400000US13121008000,13121,13121008000,"Census Tract 80, Fulton County, Georgia",2018,5916,2592,1,0.969
1400000US13121008000,13121,13121008000,"Census Tract 80, Fulton County, Georgia",2020,5760,2523,1,0.902
1400000US13121008101,13121,13121008101,"Census Tract 81.01, Fulton County, Georgia",2012,1201,3445,0,0.992
1400000US13121008101,13121,13121008101,"Census Tract 81.01, Fulton County, Georgia",2014,1165,3341,0,0.991
1400000US13121008101,13121,13121008101,"Census Tract 81.01, Fulton County, Georgia",2016,1219,3496,0,0.994
1400000US13121008101,13121,13121008101,"Census Tract 81.01, Fulton County, Georgia",2018,1530,4388,0,0.997
1400000US13121008102,13121,13121008102,"Census Tract 81.02, Fulton County, Georgia",2012,6829,2452,0,0.882
1400000US13121008102,13121,13121008102,"Census Tract 81.02, Fulton County, Georgia",2014,6834,2454,0,0.871
1400000US13121008102,13121,13121008102,"Census Tract 81.02, Fulton County, Georgia",2016,7329,2632,4,0.888
1400000US13121008102,13121,13121008102,"Census Tract 81.02, Fulton County, Georgia",2018,7010,2517,4,0.91
1400000US13121008103,13121,13121008103,"Census Tract 81.03, Fulton County, Georgia",2020,3448,3472,1,0.942
1400000US13121008104,13121,13121008104,"Census Tract 81.04, Fulton County, Georgia",2020,4016,1876,2,0.962
1400000US13121008201,13121,13121008201,"Census Tract 82.01, Fulton County, Georgia",2012,6738,3257,0,0.98
1400000US13121008201,13121,13121008201,"Census Tract 82.01, Fulton County, Georgia",2014,6640,3210,0,0.961
1400000US13121008201,13121,13121008201,"Census Tract 82.01, Fulton County, Georgia",2016,6242,3017,1,0.942
1400000US13121008201,13121,13121008201,"Census Tract 82.01, Fulton County, Georgia",2018,6281,3036,1,0.977
1400000US13121008202,13121,13121008202,"Census Tract 82.02, Fulton County, Georgia",2012,2354,880,0,0.996
1400000US13121008202,13121,13121008202,"Census Tract 82.02, Fulton County, Georgia",2014,2046,765,0,0.984
1400000US13121008202,13121,13121008202,"Census Tract 82.02, Fulton County, Georgia",2016,2111,790,2,0.985
1400000US13121008202,13121,13121008202,"Census Tract 82.02, Fulton County, Georgia",2018,2133,797,2,0.962
1400000US13121008202,13121,13121008202,"Census Tract 82.02, Fulton County, Georgia",2020,2550,946,2,0.955
1400000US13121008203,13121,13121008203,"Census Tract 82.03, Fulton County, Georgia",2020,2589,3290,0,0.956
1400000US13121008204,13121,13121008204,"Census Tract 82.04, Fulton County, Georgia",2020,3202,2535,0,0.968
1400000US13121008301,13121,13121008301,"Census Tract 83.01, Fulton County, Georgia",2012,2280,2247,0,0.921
1400000US13121008301,13121,13121008301,"Census Tract 83.01, Fulton County, Georgia",2014,2152,2121,0,0.932
1400000US13121008301,13121,13121008301,"Census Tract 83.01, Fulton County, Georgia",2016,2262,2229,1,0.931
1400000US13121008301,13121,13121008301,"Census Tract 83.01, Fulton County, Georgia",2018,2456,2420,1,0.977
1400000US13121008301,13121,13121008301,"Census Tract 83.01, Fulton County, Georgia",2020,2670,2631,1,0.847
1400000US13121008302,13121,13121008302,"Census Tract 83.02, Fulton County, Georgia",2012,2193,3004,0,0.991
1400000US13121008302,13121,13121008302,"Census Tract 83.02, Fulton County, Georgia",2014,1669,2287,0,0.988
1400000US13121008302,13121,13121008302,"Census Tract 83.02, Fulton County, Georgia",2016,1705,2336,1,0.984
1400000US13121008302,13121,13121008302,"Census Tract 83.02, Fulton County, Georgia",2018,1709,2341,1,0.984
1400000US13121008302,13121,13121008302,"Census Tract 83.02, Fulton County, Georgia",2020,1891,2591,1,0.971
1400000US13121008400,13121,13121008400,"Census Tract 84, Fulton County, Georgia",2012,3646,5311,0,0.944
1400000US13121008400,13121,13121008400,"Census Tract 84, Fulton County, Georgia",2014,3255,4741,0,0.907
1400000US13121008400,13121,13121008400,"Census Tract 84, Fulton County, Georgia",2016,2817,4103,1,0.846
1400000US13121008400,13121,13121008400,"Census Tract 84, Fulton County, Georgia",2018,2733,3981,1,0.864
1400000US13121008400,13121,13121008400,"Census Tract 84, Fulton County, Georgia",2020,3008,4382,1,0.857
1400000US13121008500,13121,13121008500,"Census Tract 85, Fulton County, Georgia",2012,4102,2801,0,0.976
1400000US13121008500,13121,13121008500,"Census Tract 85, Fulton County, Georgia",2014,3492,2384,0,0.963
1400000US13121008500,13121,13121008500,"Census Tract 85, Fulton County, Georgia",2016,2322,1585,2,0.965
1400000US13121008500,13121,13121008500,"Census Tract 85, Fulton County, Georgia",2018,2546,1780,2,0.964
1400000US13121008500,13121,13121008500,"Census Tract 85, Fulton County, Georgia",2020,2040,1402,2,0.928
1400000US13121008601,13121,13121008601,"Census Tract 86.01, Fulton County, Georgia",2012,4721,2711,0,0.986
1400000US13121008601,13121,13121008601,"Census Tract 86.01, Fulton County, Georgia",2014,4643,2666,0,0.973
1400000US13121008601,13121,13121008601,"Census Tract 86.01, Fulton County, Georgia",2016,4095,2352,1,0.968
1400000US13121008601,13121,13121008601,"Census Tract 86.01, Fulton County, Georgia",2018,4404,2526,1,0.978
1400000US13121008601,13121,13121008601,"Census Tract 86.01, Fulton County, Georgia",2020,5154,2956,1,0.983
1400000US13121008602,13121,13121008602,"Census Tract 86.02, Fulton County, Georgia",2012,1717,979,0,0.966
1400000US13121008602,13121,13121008602,"Census Tract 86.02, Fulton County, Georgia",2014,1172,668,0,0.942
1400000US13121008602,13121,13121008602,"Census Tract 86.02, Fulton County, Georgia",2016,1070,610,1,0.88
1400000US13121008602,13121,13121008602,"Census Tract 86.02, Fulton County, Georgia",2018,1382,780,1,0.883
1400000US13121008602,13121,13121008602,"Census Tract 86.02, Fulton County, Georgia",2020,1572,911,1,0.893
1400000US13121008700,13121,13121008700,"Census Tract 87, Fulton County, Georgia",2012,4787,1608,0,0.944
1400000US13121008700,13121,13121008700,"Census Tract 87, Fulton County, Georgia",2014,4235,1422,0,0.924
1400000US13121008700,13121,13121008700,"Census Tract 87, Fulton County, Georgia",2016,4235,1422,3,0.906
1400000US13121008700,13121,13121008700,"Census Tract 87, Fulton County, Georgia",2018,5592,1870,3,0.89
1400000US13121008701,13121,13121008701,"Census Tract 87.01, Fulton County, Georgia",2020,3897,2431,1,0.809
1400000US13121008702,13121,13121008702,"Census Tract 87.02, Fulton County, Georgia",2020,2188,1536,0,0.801
1400000US13121008800,13121,13121008800,"Census Tract 88, Fulton County, Georgia",2012,5452,1466,0,0.289
1400000US13121008800,13121,13121008800,"Census Tract 88, Fulton County, Georgia",2014,5148,1384,0,0.208
1400000US13121008800,13121,13121008800,"Census Tract 88, Fulton County, Georgia",2016,4859,1306,2,0.213
1400000US13121008800,13121,13121008800,"Census Tract 88, Fulton County, Georgia",2018,5012,1347,2,0.211
1400000US13121008801,13121,13121008801,"Census Tract 88.01, Fulton County, Georgia",2020,3041,2665,0,0.23
1400000US13121008802,13121,13121008802,"Census Tract 88.02, Fulton County, Georgia",2020,3171,1244,2,0.226
1400000US13121008902,13121,13121008902,"Census Tract 89.02, Fulton County, Georgia",2012,6095,2280,0,0.211
1400000US13121008902,13121,13121008902,"Census Tract 89.02, Fulton County, Georgia",2014,6357,2377,0,0.237
1400000US13121008902,13121,13121008902,"Census Tract 89.02, Fulton County, Georgia",2016,6839,2558,1,0.296
1400000US13121008902,13121,13121008902,"Census Tract 89.02, Fulton County, Georgia",2018,7307,2733,1,0.305
1400000US13121008903,13121,13121008903,"Census Tract 89.03, Fulton County, Georgia",2012,2123,4777,0,0.212
1400000US13121008903,13121,13121008903,"Census Tract 89.03, Fulton County, Georgia",2014,1771,3985,0,0.156
1400000US13121008903,13121,13121008903,"Census Tract 89.03, Fulton County, Georgia",2016,1667,3751,0,0.281
1400000US13121008903,13121,13121008903,"Census Tract 89.03, Fulton County, Georgia",2018,2175,4894,0,0.343
1400000US13121008903,13121,13121008903,"Census Tract 89.03, Fulton County, Georgia",2020,2643,5947,0,0.386
1400000US13121008904,13121,13121008904,"Census Tract 89.04, Fulton County, Georgia",2012,5014,4353,0,0.115
1400000US13121008904,13121,13121008904,"Census Tract 89.04, Fulton County, Georgia",2014,4776,4146,0,0.14
1400000US13121008904,13121,13121008904,"Census Tract 89.04, Fulton County, Georgia",2016,4688,4070,1,0.153
1400000US13121008904,13121,13121008904,"Census Tract 89.04, Fulton County, Georgia",2018,5064,4396,1,0.09
1400000US13121008905,13121,13121008905,"Census Tract 89.05, Fulton County, Georgia",2020,4976,2505,1,0.332
1400000US13121008906,13121,13121008906,"Census Tract 89.06, Fulton County, Georgia",2020,2383,2989,1,0.045
1400000US13121008907,13121,13121008907,"Census Tract 89.07, Fulton County, Georgia",2020,3122,8806,0,0.186
1400000US13121008908,13121,13121008908,"Census Tract 89.08, Fulton County, Georgia",2020,1908,4884,0,0.516
1400000US13121008909,13121,13121008909,"Census Tract 89.09, Fulton County, Georgia",2020,1663,5538,0,0.182
1400000US13121009000,13121,13121009000,"Census Tract 90, Fulton County, Georgia",2012,4318,3546,0,0.03
1400000US13121009000,13121,13121009000,"Census Tract 90, Fulton County, Georgia",2014,4698,3862,0,0.053
1400000US13121009000,13121,13121009000,"Census Tract 90, Fulton County, Georgia",2016,5146,4230,1,0.062
1400000US13121009000,13121,13121009000,"Census Tract 90, Fulton County, Georgia",2018,5300,4357,1,0.081
1400000US13121009001,13121,13121009001,"Census Tract 90.01, Fulton County, Georgia",2020,2307,6036,0,0.192
1400000US13121009002,13121,13121009002,"Census Tract 90.02, Fulton County, Georgia",2020,2872,3442,1,0.01
1400000US13121009101,13121,13121009101,"Census Tract 91.01, Fulton County, Georgia",2012,4572,6959,0,0.186
1400000US13121009101,13121,13121009101,"Census Tract 91.01, Fulton County, Georgia",2014,4783,7280,0,0.165
1400000US13121009101,13121,13121009101,"Census Tract 91.01, Fulton County, Georgia",2016,4547,6921,0,0.109
1400000US13121009101,13121,13121009101,"Census Tract 91.01, Fulton County, Georgia",2018,5270,8021,0,0.146
1400000US13121009102,13121,13121009102,"Census Tract 91.02, Fulton County, Georgia",2012,3415,5627,0,0.217
1400000US13121009102,13121,13121009102,"Census Tract 91.02, Fulton County, Georgia",2014,3147,5185,0,0.272
1400000US13121009102,13121,13121009102,"Census Tract 91.02, Fulton County, Georgia",2016,3169,5221,0,0.253
1400000US13121009102,13121,13121009102,"Census Tract 91.02, Fulton County, Georgia",2018,3369,5551,0,0.187
1400000US13121009103,13121,13121009103,"Census Tract 91.03, Fulton County, Georgia",2020,3382,12126,1,0.206
1400000US13121009104,13121,13121009104,"Census Tract 91.04, Fulton County, Georgia",2020,2498,6607,0,0.13
1400000US13121009105,13121,13121009105,"Census Tract 91.05, Fulton County, Georgia",2020,1290,4805,0,0
1400000US13121009106,13121,13121009106,"Census Tract 91.06, Fulton County, Georgia",2020,2114,6245,0,0.197
1400000US13121009200,13121,13121009200,"Census Tract 92, Fulton County, Georgia",2012,5469,4062,0,0.225
1400000US13121009200,13121,13121009200,"Census Tract 92, Fulton County, Georgia",2014,6577,4885,0,0.187
1400000US13121009200,13121,13121009200,"Census Tract 92, Fulton County, Georgia",2016,6727,4996,0,0.151
1400000US13121009200,13121,13121009200,"Census Tract 92, Fulton County, Georgia",2018,7323,5441,0,0.206
1400000US13121009201,13121,13121009201,"Census Tract 92.01, Fulton County, Georgia",2020,1899,7648,0,0.157
1400000US13121009202,13121,13121009202,"Census Tract 92.02, Fulton County, Georgia",2020,3182,5562,0,0.392
1400000US13121009203,13121,13121009203,"Census Tract 92.03, Fulton County, Georgia",2020,2157,4101,0,0.443
1400000US13121009300,13121,13121009300,"Census Tract 93, Fulton County, Georgia",2012,4232,4534,0,0.012
1400000US13121009300,13121,13121009300,"Census Tract 93, Fulton County, Georgia",2014,4449,4766,0,0.069
1400000US13121009300,13121,13121009300,"Census Tract 93, Fulton County, Georgia",2016,4760,5099,1,0.078
1400000US13121009300,13121,13121009300,"Census Tract 93, Fulton County, Georgia",2018,5117,5482,1,0.027
1400000US13121009301,13121,13121009301,"Census Tract 93.01, Fulton County, Georgia",2020,4136,8346,0,0.026
1400000US13121009302,13121,13121009302,"Census Tract 93.02, Fulton County, Georgia",2020,1962,4432,1,0.018
1400000US13121009402,13121,13121009402,"Census Tract 94.02, Fulton County, Georgia",2012,4960,9605,0,0.186
1400000US13121009402,13121,13121009402,"Census Tract 94.02, Fulton County, Georgia",2014,5115,9905,0,0.183
1400000US13121009402,13121,13121009402,"Census Tract 94.02, Fulton County, Georgia",2016,4829,9354,0,0.172
1400000US13121009402,13121,13121009402,"Census Tract 94.02, Fulton County, Georgia",2018,5124,9925,0,0.164
1400000US13121009403,13121,13121009403,"Census Tract 94.03, Fulton County, Georgia",2012,5035,11065,0,0.208
1400000US13121009403,13121,13121009403,"Census Tract 94.03, Fulton County, Georgia",2014,5538,12170,0,0.222
1400000US13121009403,13121,13121009403,"Census Tract 94.03, Fulton County, Georgia",2016,4580,10065,1,0.21
1400000US13121009403,13121,13121009403,"Census Tract 94.03, Fulton County, Georgia",2018,5042,11080,1,0.321
1400000US13121009404,13121,13121009404,"Census Tract 94.04, Fulton County, Georgia",2012,4565,5739,0,0.138
1400000US13121009404,13121,13121009404,"Census Tract 94.04, Fulton County, Georgia",2014,4737,5955,0,0.163
1400000US13121009404,13121,13121009404,"Census Tract 94.04, Fulton County, Georgia",2016,4443,5615,0,0.123
1400000US13121009404,13121,13121009404,"Census Tract 94.04, Fulton County, Georgia",2018,4274,5401,0,0.153
1400000US13121009405,13121,13121009405,"Census Tract 94.05, Fulton County, Georgia",2020,4268,15081,0,0.273
1400000US13121009406,13121,13121009406,"Census Tract 94.06, Fulton County, Georgia",2020,1547,6633,0,0.246
1400000US13121009407,13121,13121009407,"Census Tract 94.07, Fulton County, Georgia",2020,1076,19187,0,0.349
1400000US13121009408,13121,13121009408,"Census Tract 94.08, Fulton County, Georgia",2020,1718,8736,0,0.322
1400000US13121009409,13121,13121009409,"Census Tract 94.09, Fulton County, Georgia",2020,2171,10731,1,0.246
1400000US13121009410,13121,13121009410,"Census Tract 94.10, Fulton County, Georgia",2020,3500,11744,0,0.071
1400000US13121009411,13121,13121009411,"Census Tract 94.11, Fulton County, Georgia",2020,2468,5003,0,0.175
1400000US13121009501,13121,13121009501,"Census Tract 95.01, Fulton County, Georgia",2012,3955,2275,0,0.02
1400000US13121009501,13121,13121009501,"Census Tract 95.01, Fulton County, Georgia",2014,3823,2199,0,0.013
1400000US13121009501,13121,13121009501,"Census Tract 95.01, Fulton County, Georgia",2016,3730,2145,1,0.019
1400000US13121009501,13121,13121009501,"Census Tract 95.01, Fulton County, Georgia",2018,3617,2080,1,0.007
1400000US13121009501,13121,13121009501,"Census Tract 95.01, Fulton County, Georgia",2020,3402,1956,1,0.012
1400000US13121009502,13121,13121009502,"Census Tract 95.02, Fulton County, Georgia",2012,3026,4195,0,0.233
1400000US13121009502,13121,13121009502,"Census Tract 95.02, Fulton County, Georgia",2014,3112,4315,0,0.179
1400000US13121009502,13121,13121009502,"Census Tract 95.02, Fulton County, Georgia",2016,3354,4650,4,0.175
1400000US13121009502,13121,13121009502,"Census Tract 95.02, Fulton County, Georgia",2018,3447,4779,4,0.161
1400000US13121009503,13121,13121009503,"Census Tract 95.03, Fulton County, Georgia",2020,1447,11058,1,0.255
1400000US13121009504,13121,13121009504,"Census Tract 95.04, Fulton County, Georgia",2020,2271,3849,1,0.201
1400000US13121009601,13121,13121009601,"Census Tract 96.01, Fulton County, Georgia",2012,2291,7218,0,0.02
1400000US13121009601,13121,13121009601,"Census Tract 96.01, Fulton County, Georgia",2014,2417,7615,0,0.039
1400000US13121009601,13121,13121009601,"Census Tract 96.01, Fulton County, Georgia",2016,2446,7706,1,0.067
1400000US13121009601,13121,13121009601,"Census Tract 96.01, Fulton County, Georgia",2018,2640,8318,1,0.086
