stfp,geoid,cntyfp,baseyear,lastgeyear,changeyear,changenopolls,nopollsadded,nopollsremoved,baseyearpctcvapblack,baseyearpctblack,baseyearpcthispanic,baseyearpctcvapwhite,baseyearpctwhite,baseyearpopdensity,baseyearpollinglocstotal,baseyeartotalpop,baseyearcvap,baseyearpopperpoll,baseyearcvapperpoll,lastgeyearpollinglocstotal,lastgeyeartotalpop,lastgeyearcvap,lastgeyearpopperpoll,lastgeyearcvapperpoll,changeyearpopperpoll,changeyearcvapperpoll
28,28075,28075,2014,2012,2012 - 2014,15,5,10,0.423,0.422,0.020,0.536,0.546,114.062,42,80260,60065,1910,1430,47,80205,59390,1706,1263,204,167
28,28075,28075,2016,2014,2014 - 2016,8,3,5,0.426,0.425,0.022,0.532,0.544,112.605,40,79235,59510,1980,1487,42,80260,60065,1910,1430,70,57
28,28075,28075,2018,2016,2016 - 2018,14,7,7,0.434,0.435,0.023,0.528,0.544,109.890,40,77325,58090,1933,1452,40,79235,59510,1980,1487,-47,-35
28,28039,28039,2022,2018,2018 - 2022,3,2,1,0.078,0.08,0.032,0.869,0.889,51.275,21,24545,17795,1168,847,20,23710,17160,1185,858,-17,-11
28,28041,28041,2022,2018,2018 - 2022,2,1,1,0.255,0.25,0.013,0.713,0.726,19.180,13,13670,11030,1051,848,13,13715,10825,1055,832,-4,16
28,28043,28043,2022,2018,2018 - 2022,1,1,0,0.449,0.445,0.004,0.538,0.53,50.874,12,21475,16120,1789,1343,11,21280,16145,1934,1467,-145,-124
28,28045,28045,2022,2018,2018 - 2022,9,5,4,0.074,0.07,0.039,0.844,0.858,97.075,25,46010,36720,1840,1468,24,46655,36505,1943,1521,-103,-53
28,28063,28063,2018,2016,2016 - 2018,4,2,2,0.859,0.859,0.004,0.131,0.133,14.127,8,7345,5640,918,705,8,7530,5760,941,720,-23,-15
28,28075,28075,2022,2018,2018 - 2022,16,7,9,0.436,0.437,0.022,0.515,0.531,103.372,38,72740,55105,1914,1450,40,77325,58090,1933,1452,-19,-2
28,28077,28077,2014,2012,2012 - 2014,0,0,0,0.323,0.323,0.007,0.661,0.665,29.338,21,12635,9535,601,454,21,12830,9595,610,456,-9,-2
28,28061,28061,2022,2018,2018 - 2022,5,3,2,0.538,0.542,0.008,0.441,0.443,24.131,17,16320,12575,960,739,16,16530,12750,1033,796,-73,-57
28,28063,28063,2022,2018,2018 - 2022,2,1,1,0.772,0.833,0.085,0.130,0.13,13.858,8,7205,5600,900,700,8,7345,5640,918,705,-18,-5
28,28065,28065,2022,2018,2018 - 2022,7,3,4,0.611,0.616,0.002,0.376,0.375,27.641,16,11290,9050,705,565,17,11495,9155,676,538,29,27
28,28067,28067,2022,2018,2018 - 2022,46,30,16,0.289,0.295,0.047,0.643,0.677,96.640,36,67150,49280,1865,1368,22,68455,49455,3111,2247,-1246,-879
28,28071,28071,2022,2018,2018 - 2022,11,6,5,0.233,0.234,0.026,0.703,0.706,88.919,18,56170,44810,3120,2489,17,53460,42570,3144,2504,-24,-15
28,28081,28081,2022,2018,2018 - 2022,18,12,6,0.302,0.298,0.030,0.640,0.652,185.225,33,83345,61285,2525,1857,27,84915,61940,3145,2294,-620,-437
28,28083,28083,2022,2018,2018 - 2022,6,3,3,0.746,0.747,0.029,0.215,0.217,46.997,17,27920,20030,1642,1178,17,29805,21160,1753,1244,-111,-66
28,28085,28085,2018,2016,2016 - 2018,27,26,1,0.311,0.311,0.011,0.673,0.683,58.741,28,34430,25960,1229,927,3,34690,26080,11563,8693,-10334,-7766
28,28085,28085,2022,2018,2018 - 2022,12,7,5,0.302,0.306,0.013,0.672,0.677,59.458,30,34855,26650,1161,888,28,34430,25960,1229,927,-68,-39
28,28069,28069,2022,2018,2018 - 2022,11,11,0,0.618,0.621,0.008,0.334,0.336,11.720,11,8980,7335,816,666,0,10105,8160,,,,
28,28099,28099,2022,2018,2018 - 2022,10,5,5,0.235,0.226,0.002,0.577,0.579,50.813,21,28970,20880,1379,994,21,29375,20890,1398,994,-19,0
28,28101,28101,2022,2018,2018 - 2022,7,3,4,0.313,0.311,0.021,0.600,0.597,36.823,17,21275,16150,1251,950,18,21525,15920,1195,884,56,66
28,28103,28103,2018,2016,2016 - 2018,2,1,1,0.722,0.722,0.014,0.259,0.272,15.579,7,10830,8020,1547,1145,7,11100,8055,1585,1150,-38,-5
28,28103,28103,2022,2018,2018 - 2022,3,2,1,0.736,0.73,0.003,0.255,0.257,14.759,8,10260,7670,1282,958,7,10830,8020,1547,1145,-265,-187
28,28105,28105,2016,2014,2014 - 2016,12,6,6,0.369,0.37,0.016,0.571,0.58,107.866,18,49425,39210,2745,2178,18,48640,38400,2702,2133,43,45
28,28105,28105,2018,2016,2016 - 2018,8,4,4,0.370,0.371,0.017,0.567,0.577,107.979,18,49480,39525,2748,2195,18,49425,39210,2745,2178,3,17
28,28105,28105,2022,2018,2018 - 2022,21,10,11,0.366,0.364,0.018,0.563,0.564,112.147,17,51390,40960,3022,2409,18,49480,39525,2748,2195,274,214
28,28107,28107,2016,2014,2014 - 2016,2,2,0,0.501,0.503,0.016,0.475,0.485,50.092,26,34320,25200,1320,969,24,34505,25225,1437,1051,-117,-82
28,28107,28107,2018,2016,2016 - 2018,4,0,4,0.500,0.499,0.020,0.470,0.486,49.980,22,34245,25265,1556,1148,26,34320,25200,1320,969,236,179
28,28079,28079,2018,2016,2016 - 2018,18,18,0,0.418,0.42,0.045,0.472,0.514,39.235,18,22870,16430,1270,912,0,23010,16125,,,,
28,28095,28095,2018,2016,2016 - 2018,23,23,0,0.308,0.309,0.012,0.670,0.681,46.844,23,35840,27520,1558,1196,0,36030,27520,,,,
28,28001,28001,2014,2012,2012 - 2014,1,0,1,0.565,0.567,0.045,0.381,0.392,69.623,20,32190,23835,1609,1191,21,32390,24335,1542,1158,67,33
28,28003,28003,2014,2012,2012 - 2014,2,1,1,0.113,0.114,0.029,0.837,0.846,93.191,14,37280,27830,2662,1987,14,37025,27730,2644,1980,18,7
28,28111,28111,2022,2018,2018 - 2022,5,3,2,0.116,0.138,0.070,0.775,0.8,17.782,15,11510,8925,767,595,14,12030,9215,859,658,-92,-63
28,28113,28113,2016,2014,2014 - 2016,9,5,4,0.528,0.53,0.014,0.444,0.448,97.649,25,39940,29075,1597,1163,24,40210,29195,1675,1216,-78,-53
28,28113,28113,2018,2016,2016 - 2018,11,5,6,0.533,0.535,0.017,0.436,0.445,97.147,24,39735,29185,1655,1216,25,39940,29075,1597,1163,58,53
28,28005,28005,2014,2012,2012 - 2014,3,2,1,0.423,0.423,0.003,0.572,0.575,17.744,18,12955,10125,719,562,17,13140,10135,772,596,-53,-34
28,28007,28007,2014,2012,2012 - 2014,2,1,1,0.418,0.427,0.018,0.552,0.556,26.266,14,19305,14240,1378,1017,14,19455,14230,1389,1016,-11,1
28,28009,28009,2014,2012,2012 - 2014,0,0,0,0.366,0.366,0.020,0.601,0.607,21.089,5,8575,6480,1715,1296,5,8725,6510,1745,1302,-30,-6
28,28011,28011,2014,2012,2012 - 2014,2,1,1,0.642,0.642,0.020,0.326,0.332,38.742,26,33960,25160,1306,967,26,34240,25390,1316,976,-10,-9
28,28013,28013,2014,2012,2012 - 2014,1,1,0,0.273,0.274,0.055,0.656,0.7,25.299,9,14840,10850,1648,1205,8,14905,10840,1863,1355,-215,-150
28,28125,28125,2016,2014,2014 - 2016,9,9,0,0.736,0.738,0.004,0.255,0.255,10.794,9,4660,3470,517,385,0,4900,3640,,,,
28,28037,28037,2014,2012,2012 - 2014,11,11,0,0.356,0.356,0.001,0.636,0.636,14.092,11,7945,5965,722,542,0,8055,6025,,,,
28,28057,28057,2014,2012,2012 - 2014,1,1,0,0.065,0.065,0.014,0.913,0.923,43.948,1,23415,18065,23415,18065,0,23360,17965,,,,
28,28035,28035,2014,2012,2012 - 2014,4,3,1,0.364,0.366,0.034,0.579,0.597,163.420,34,76160,56655,2240,1666,32,75380,55855,2355,1745,-115,-79
28,28039,28039,2014,2012,2012 - 2014,8,3,5,0.079,0.079,0.021,0.882,0.889,47.964,20,22960,16630,1148,831,22,22580,16280,1026,740,122,91
28,28041,28041,2014,2012,2012 - 2014,2,2,0,0.256,0.257,0.010,0.712,0.717,20.077,13,14310,11300,1100,869,11,14350,11225,1304,1020,-204,-151
28,28043,28043,2014,2012,2012 - 2014,2,0,2,0.429,0.43,0.002,0.558,0.559,51.314,12,21660,16415,1805,1367,14,21885,16465,1563,1176,242,191
28,28045,28045,2014,2012,2012 - 2014,13,5,8,0.086,0.087,0.034,0.856,0.873,95.233,23,45135,34235,1962,1488,26,44045,32755,1694,1259,268,229
28,28047,28047,2014,2012,2012 - 2014,11,6,5,0.226,0.229,0.053,0.662,0.699,337.356,57,193640,141605,3397,2484,56,188110,137305,3359,2451,38,33
28,28061,28061,2014,2012,2012 - 2014,0,0,0,0.526,0.526,0.009,0.459,0.465,24.673,17,16685,12710,981,747,17,17035,12805,1002,753,-21,-6
28,28097,28097,2014,2012,2012 - 2014,8,8,0,0.471,0.47,0.000,0.526,0.526,26.131,8,10635,8130,1329,1016,0,10865,8215,,,,
28,28001,28001,2016,2014,2014 - 2016,6,3,3,0.533,0.537,0.080,0.375,0.426,68.661,20,31745,22795,1587,1139,20,32190,23835,1609,1191,-22,-52
28,28001,28001,2018,2016,2016 - 2018,5,2,3,0.565,0.566,0.056,0.362,0.405,68.228,19,31545,22955,1660,1208,20,31745,22795,1587,1139,73,69
28,28001,28001,2022,2018,2018 - 2022,3,2,1,0.540,0.529,0.070,0.369,0.402,63.643,20,29425,21670,1471,1083,19,31545,22955,1660,1208,-189,-125
28,28003,28003,2016,2014,2014 - 2016,2,1,1,0.115,0.116,0.031,0.833,0.847,93.266,14,37310,27890,2665,1992,14,37280,27830,2662,1987,3,5
28,28003,28003,2018,2016,2016 - 2018,0,0,0,0.116,0.117,0.032,0.829,0.85,92.940,14,37180,28030,2655,2002,14,37310,27890,2665,1992,-10,10
28,28161,28161,2016,2014,2014 - 2016,9,9,0,0.394,0.399,0.015,0.584,0.587,26.502,9,12380,9485,1375,1053,0,12435,9480,,,,
28,28079,28079,2016,2014,2014 - 2016,18,0,18,0.415,0.418,0.043,0.477,0.517,39.468,0,23010,16125,,,18,23370,16025,1298,890,,
28,28121,28121,2016,2014,2014 - 2016,14,4,10,0.199,0.199,0.025,0.753,0.771,190.775,48,147930,110035,3081,2292,54,145485,107715,2694,1994,387,298
28,28121,28121,2018,2016,2016 - 2018,7,3,4,0.205,0.205,0.027,0.744,0.76,195.015,47,151240,113250,3217,2409,48,147930,110035,3081,2292,136,117
28,28121,28121,2022,2018,2018 - 2022,27,12,15,0.216,0.215,0.027,0.729,0.738,202.690,44,157185,119820,3572,2723,47,151240,113250,3217,2409,355,314
28,28143,28143,2014,2012,2012 - 2014,10,10,0,0.752,0.751,0.013,0.219,0.219,23.280,10,10585,7275,1058,727,0,10715,7230,,,,
28,28163,28163,2014,2012,2012 - 2014,20,20,0,0.569,0.571,0.051,0.367,0.387,30.419,20,28075,19990,1403,999,0,28220,20055,,,,
28,28021,28021,2016,2014,2014 - 2016,4,4,0,0.849,0.858,0.013,0.126,0.126,18.896,4,9210,7150,2302,1787,0,9395,7220,,,,
28,28029,28029,2014,2012,2012 - 2014,2,1,1,0.509,0.515,0.028,0.454,0.461,37.350,19,29030,21810,1527,1147,19,29325,21855,1543,1150,-16,-3
28,28029,28029,2016,2014,2014 - 2016,6,3,3,0.513,0.516,0.029,0.448,0.457,37.028,19,28780,21615,1514,1137,19,29030,21810,1527,1147,-13,-10
28,28031,28031,2014,2012,2012 - 2014,2,1,1,0.352,0.359,0.021,0.617,0.629,47.113,17,19495,14480,1146,851,17,19570,14420,1151,848,-5,3
28,28031,28031,2016,2014,2014 - 2016,2,1,1,0.371,0.373,0.007,0.612,0.618,47.137,17,19505,14600,1147,858,17,19495,14480,1146,851,1,7
28,28031,28031,2022,2018,2018 - 2022,5,2,3,0.350,0.361,0.025,0.600,0.617,44.283,15,18325,13780,1221,918,16,19090,14260,1193,891,28,27
28,28095,28095,2014,2012,2012 - 2014,5,3,2,0.308,0.309,0.010,0.672,0.68,47.556,22,36385,27775,1653,1262,21,36910,27910,1757,1329,-104,-67
28,28095,28095,2022,2018,2018 - 2022,7,4,3,0.301,0.304,0.015,0.667,0.679,44.661,24,34170,26315,1423,1096,23,35840,27520,1558,1196,-135,-100
28,28103,28103,2014,2012,2012 - 2014,2,2,0,0.719,0.719,0.009,0.266,0.275,16.169,2,11240,8175,5620,4087,0,11510,8315,,,,
28,28033,28033,2014,2012,2012 - 2014,8,4,4,0.230,0.231,0.050,0.690,0.724,349.091,35,166265,117520,4750,3357,35,161535,113035,4615,3229,135,128
28,28033,28033,2016,2014,2014 - 2016,12,7,5,0.247,0.248,0.047,0.676,0.707,358.802,37,170890,122190,4618,3302,35,166265,117520,4750,3357,-132,-55
28,28033,28033,2018,2016,2016 - 2018,6,3,3,0.261,0.261,0.049,0.656,0.68,369.773,37,176130,126625,4760,3422,37,170890,122190,4618,3302,142,120
28,28033,28033,2022,2018,2018 - 2022,20,11,9,0.309,0.295,0.052,0.602,0.631,390.924,39,186215,135925,4774,3485,37,176130,126625,4760,3422,14,63
28,28035,28035,2016,2014,2014 - 2016,28,0,28,0.368,0.368,0.031,0.574,0.597,163.666,6,76275,57035,12712,9505,34,76160,56655,2240,1666,10472,7839
28,28035,28035,2018,2016,2016 - 2018,30,28,2,0.369,0.369,0.030,0.570,0.595,162.035,32,75515,56700,2359,1771,6,76275,57035,12712,9505,-10353,-7734
28,28037,28037,2016,2014,2014 - 2016,0,0,0,0.357,0.357,0.010,0.632,0.639,13.872,11,7820,5890,710,535,11,7945,5965,722,542,-12,-7
28,28045,28045,2016,2014,2014 - 2016,9,5,4,0.095,0.096,0.037,0.852,0.871,97.117,24,46030,35305,1917,1471,23,45135,34235,1962,1488,-45,-17
28,28045,28045,2018,2016,2016 - 2018,2,1,1,0.081,0.081,0.038,0.849,0.873,98.436,24,46655,36505,1943,1521,24,46030,35305,1917,1471,26,50
28,28061,28061,2016,2014,2014 - 2016,1,0,1,0.536,0.536,0.003,0.456,0.458,24.459,16,16540,12685,1033,792,17,16685,12710,981,747,52,45
28,28005,28005,2016,2014,2014 - 2016,3,2,1,0.420,0.42,0.003,0.574,0.576,17.381,19,12690,9945,667,523,18,12955,10125,719,562,-52,-39
28,28009,28009,2016,2014,2014 - 2016,0,0,0,0.370,0.37,0.023,0.601,0.611,20.609,5,8380,6400,1676,1280,5,8575,6480,1715,1296,-39,-16
28,28011,28011,2016,2014,2014 - 2016,4,2,2,0.643,0.644,0.021,0.323,0.329,38.348,26,33615,24930,1292,958,26,33960,25160,1306,967,-14,-9
28,28013,28013,2016,2014,2014 - 2016,2,0,2,0.272,0.272,0.055,0.654,0.675,25.103,7,14725,10850,2103,1550,9,14840,10850,1648,1205,455,345
28,28015,28015,2014,2012,2012 - 2014,2,0,2,0.337,0.338,0.004,0.647,0.65,16.586,9,10420,8250,1157,916,11,10555,8295,959,754,198,162
28,28015,28015,2016,2014,2014 - 2016,1,1,0,0.334,0.334,0.005,0.646,0.649,16.395,10,10300,8200,1030,820,9,10420,8250,1157,916,-127,-96
28,28017,28017,2014,2012,2012 - 2014,0,0,0,0.433,0.433,0.038,0.523,0.552,34.627,8,17375,12670,2171,1583,8,17460,12805,2182,1600,-11,-17
28,28017,28017,2016,2014,2014 - 2016,0,0,0,0.434,0.434,0.042,0.511,0.544,34.587,8,17355,12665,2169,1583,8,17375,12670,2171,1583,-2,0
28,28019,28019,2014,2012,2012 - 2014,1,1,0,0.314,0.313,0.004,0.677,0.679,20.087,15,8400,6425,560,428,14,8505,6455,607,461,-47,-33
28,28019,28019,2016,2014,2014 - 2016,3,1,2,0.314,0.314,0.002,0.675,0.678,19.896,14,8320,6395,594,456,15,8400,6425,560,428,34,28
28,28021,28021,2022,2018,2018 - 2022,4,2,2,0.857,0.871,0.002,0.112,0.109,18.557,5,9045,7070,1809,1414,5,9120,7075,1824,1415,-15,-1
28,28023,28023,2014,2012,2012 - 2014,3,2,1,0.356,0.356,0.006,0.636,0.642,23.873,22,16510,12520,750,569,21,16690,12505,794,595,-44,-26
28,28023,28023,2016,2014,2014 - 2016,4,2,2,0.347,0.347,0.010,0.637,0.644,23.432,22,16205,12385,736,562,22,16510,12520,750,569,-14,-7
28,28023,28023,2018,2016,2016 - 2018,1,0,1,0.358,0.358,0.004,0.634,0.635,23.034,21,15930,12325,758,586,22,16205,12385,736,562,22,24
28,28025,28025,2014,2012,2012 - 2014,2,1,1,0.581,0.583,0.012,0.397,0.405,49.785,13,20415,15230,1570,1171,13,20635,15370,1587,1182,-17,-11
28,28025,28025,2016,2014,2014 - 2016,0,0,0,0.582,0.582,0.013,0.393,0.405,49.126,13,20145,15150,1549,1165,13,20415,15230,1570,1171,-21,-6
28,28025,28025,2018,2016,2016 - 2018,23,12,11,0.595,0.596,0.007,0.390,0.396,48.309,14,19810,15145,1415,1081,13,20145,15150,1549,1165,-134,-84
28,28059,28059,2018,2016,2016 - 2018,16,5,11,0.213,0.216,0.063,0.680,0.713,196.480,25,142015,105815,5680,4232,31,140850,104100,4543,3358,1137,874
28,28099,28099,2014,2012,2012 - 2014,0,0,0,0.214,0.214,0.018,0.595,0.6,51.909,21,29595,20890,1409,994,21,29680,20980,1413,999,-4,-5
28,28099,28099,2016,2014,2014 - 2016,2,2,0,0.212,0.213,0.019,0.592,0.601,51.698,23,29475,20905,1281,908,21,29595,20890,1409,994,-128,-86
28,28099,28099,2018,2016,2016 - 2018,4,1,3,0.211,0.211,0.020,0.587,0.602,51.523,21,29375,20890,1398,994,23,29475,20905,1281,908,117,86
28,28101,28101,2014,2012,2012 - 2014,5,1,4,0.305,0.305,0.015,0.626,0.636,37.501,17,21670,16115,1274,947,20,21685,15980,1084,799,190,148
28,28101,28101,2016,2014,2014 - 2016,4,2,2,0.303,0.303,0.017,0.620,0.633,37.466,17,21650,16045,1273,943,17,21670,16115,1274,947,-1,-4
28,28103,28103,2016,2014,2014 - 2016,7,6,1,0.692,0.692,0.040,0.264,0.301,15.968,7,11100,8055,1585,1150,2,11240,8175,5620,4087,-4035,-2937
28,28133,28133,2022,2018,2018 - 2022,8,4,4,0.736,0.756,0.019,0.237,0.235,37.069,16,25865,20125,1616,1257,16,26530,20405,1658,1275,-42,-18
28,28149,28149,2018,2016,2016 - 2018,10,5,5,0.491,0.492,0.022,0.473,0.486,79.989,21,47075,35390,2241,1685,21,47835,35480,2277,1689,-36,-4
28,28149,28149,2022,2018,2018 - 2022,10,4,6,0.487,0.489,0.022,0.469,0.474,75.340,19,44340,33450,2333,1760,21,47075,35390,2241,1685,92,75
28,28043,28043,2016,2014,2014 - 2016,2,1,1,0.437,0.438,0.001,0.553,0.554,50.982,12,21520,16370,1793,1364,12,21660,16415,1805,1367,-12,-3
28,28043,28043,2018,2016,2016 - 2018,1,0,1,0.433,0.434,0.007,0.549,0.552,50.412,11,21280,16145,1934,1467,12,21520,16370,1793,1364,141,103
28,28055,28055,2018,2016,2016 - 2018,2,1,1,0.602,0.602,0.011,0.387,0.392,3.220,2,1330,1130,665,565,2,1350,1145,675,572,-10,-7
28,28055,28055,2022,2018,2018 - 2022,1,0,1,0.705,0.637,0.008,0.278,0.329,2.918,1,1205,1080,1205,1080,2,1330,1130,665,565,540,515
28,28059,28059,2014,2012,2012 - 2014,5,3,2,0.216,0.219,0.051,0.692,0.728,193.974,31,140195,103150,4522,3327,30,139430,101735,4647,3391,-125,-64
28,28151,28151,2014,2012,2012 - 2014,4,2,2,0.710,0.711,0.012,0.265,0.269,69.045,18,50040,36015,2780,2000,18,51010,36225,2833,2012,-53,-12
28,28039,28039,2018,2016,2016 - 2018,3,2,1,0.081,0.08,0.027,0.874,0.894,49.530,20,23710,17160,1185,858,19,23315,17045,1227,897,-42,-39
28,28063,28063,2016,2014,2014 - 2016,2,0,2,0.862,0.862,0.001,0.132,0.133,14.483,8,7530,5760,941,720,10,7635,5815,763,581,178,139
28,28091,28091,2018,2016,2016 - 2018,5,2,3,0.322,0.322,0.015,0.651,0.653,46.461,22,25200,19060,1145,866,23,25810,19490,1122,847,23,19
28,28091,28091,2022,2018,2018 - 2022,11,5,6,0.323,0.328,0.017,0.652,0.643,44.912,21,24360,18650,1160,888,22,25200,19060,1145,866,15,22
28,28097,28097,2018,2016,2016 - 2018,3,2,1,0.433,0.434,0.013,0.522,0.529,25.063,11,10200,7795,927,708,10,10355,7935,1035,793,-108,-85
28,28097,28097,2022,2018,2018 - 2022,5,3,2,0.459,0.439,0.006,0.521,0.521,24.092,12,9805,7545,817,628,11,10200,7795,927,708,-110,-80
28,28027,28027,2016,2014,2014 - 2016,17,17,0,0.771,0.772,0.002,0.220,0.22,44.894,18,24805,17845,1378,991,1,25525,18165,25525,18165,-24147,-17174
28,28027,28027,2018,2016,2016 - 2018,18,0,18,0.774,0.775,0.002,0.212,0.212,43.078,0,23800,17205,,,18,24805,17845,1378,991,,
28,28091,28091,2014,2012,2012 - 2014,8,4,4,0.322,0.322,0.013,0.651,0.663,48.766,23,26450,19775,1150,859,23,26810,19855,1165,863,-15,-4
28,28091,28091,2016,2014,2014 - 2016,4,2,2,0.322,0.322,0.014,0.651,0.658,47.586,23,25810,19490,1122,847,23,26450,19775,1150,859,-28,-12
28,28101,28101,2018,2016,2016 - 2018,5,3,2,0.304,0.303,0.019,0.611,0.624,37.250,18,21525,15920,1195,884,17,21650,16045,1273,943,-78,-59
28,28105,28105,2014,2012,2012 - 2014,0,0,0,0.370,0.372,0.016,0.576,0.583,106.153,18,48640,38400,2702,2133,18,47485,37790,2638,2099,64,34
28,28107,28107,2014,2012,2012 - 2014,2,1,1,0.499,0.501,0.016,0.482,0.486,50.362,24,34505,25225,1437,1051,24,34675,25110,1444,1046,-7,5
28,28117,28117,2014,2012,2012 - 2014,1,1,0,0.141,0.141,0.013,0.835,0.843,61.064,14,25340,19340,1810,1381,13,25385,19240,1952,1480,-142,-99
28,28117,28117,2016,2014,2014 - 2016,6,2,4,0.134,0.134,0.013,0.833,0.839,61.064,12,25340,19440,2111,1620,14,25340,19340,1810,1381,301,239
28,28117,28117,2018,2016,2016 - 2018,6,3,3,0.123,0.123,0.014,0.829,0.836,61.111,12,25360,19600,2113,1633,12,25340,19440,2111,1620,2,13
28,28119,28119,2014,2012,2012 - 2014,0,0,0,0.696,0.696,0.011,0.285,0.293,19.506,8,7900,5795,987,724,8,8170,5950,1021,743,-34,-19
28,28111,28111,2016,2014,2014 - 2016,0,0,0,0.200,0.2,0.013,0.777,0.789,18.812,16,12175,9295,760,580,16,12175,9230,760,576,0,4
28,28113,28113,2022,2018,2018 - 2022,8,3,5,0.540,0.541,0.016,0.424,0.43,98.000,22,40100,29735,1822,1351,24,39735,29185,1655,1216,167,135
28,28135,28135,2016,2014,2014 - 2016,5,4,1,0.466,0.466,0.152,0.358,0.377,22.899,18,14775,11050,820,613,15,15125,11040,1008,736,-188,-123
28,28135,28135,2018,2016,2016 - 2018,4,1,3,0.493,0.494,0.138,0.352,0.354,22.256,16,14360,10895,897,680,18,14775,11050,820,613,77,67
28,28135,28135,2022,2018,2018 - 2022,2,1,1,0.615,0.615,0.019,0.353,0.346,19.548,16,12620,9865,788,616,16,14360,10895,897,680,-109,-64
28,28137,28137,2014,2012,2012 - 2014,6,4,2,0.306,0.307,0.024,0.655,0.669,70.548,20,28555,21195,1427,1059,18,28580,21025,1587,1168,-160,-109
28,28137,28137,2016,2014,2014 - 2016,2,1,1,0.306,0.306,0.025,0.650,0.67,70.016,20,28340,21115,1417,1055,20,28555,21195,1427,1059,-10,-4
28,28137,28137,2018,2016,2016 - 2018,3,1,2,0.293,0.293,0.027,0.646,0.664,70.399,19,28495,21565,1499,1135,20,28340,21115,1417,1055,82,80
28,28143,28143,2022,2018,2018 - 2022,12,7,5,0.803,0.799,0.013,0.183,0.186,21.547,10,9785,6980,978,698,8,10170,6930,1271,866,-293,-168
28,28145,28145,2022,2018,2018 - 2022,14,8,6,0.161,0.156,0.046,0.774,0.778,67.083,20,27880,20350,1394,1017,18,28355,20805,1575,1155,-181,-138
28,28147,28147,2022,2018,2018 - 2022,9,7,2,0.430,0.439,0.024,0.527,0.527,34.387,19,13890,10605,731,558,14,14600,11085,1042,791,-311,-233
28,28151,28151,2016,2014,2014 - 2016,1,0,1,0.716,0.717,0.014,0.258,0.264,67.369,17,48825,35560,2872,2091,18,50040,36015,2780,2000,92,91
28,28151,28151,2022,2018,2018 - 2022,4,3,1,0.722,0.721,0.018,0.245,0.249,61.612,19,44605,33190,2347,1746,17,47085,34345,2769,2020,-422,-274
28,28157,28157,2014,2012,2012 - 2014,0,0,0,0.711,0.712,0.001,0.287,0.288,13.980,4,9480,7365,2370,1841,4,9780,7540,2445,1885,-75,-44
28,28157,28157,2016,2014,2014 - 2016,6,5,1,0.715,0.715,0.003,0.280,0.28,13.619,8,9235,7205,1154,900,4,9480,7365,2370,1841,-1216,-941
28,28157,28157,2018,2016,2016 - 2018,5,2,3,0.713,0.712,0.004,0.279,0.28,13.258,7,8990,7060,1284,1008,8,9235,7205,1154,900,130,108
28,28003,28003,2022,2018,2018 - 2022,8,5,3,0.094,0.106,0.035,0.822,0.826,86.778,16,34715,26640,2169,1665,14,37180,28030,2655,2002,-486,-337
28,28059,28059,2016,2014,2014 - 2016,2,1,1,0.214,0.217,0.055,0.687,0.719,194.880,31,140850,104100,4543,3358,31,140195,103150,4522,3327,21,31
28,28065,28065,2016,2014,2014 - 2016,11,9,2,0.613,0.612,0.003,0.382,0.383,28.817,16,11770,9290,735,580,9,12100,9425,1344,1047,-609,-467
28,28065,28065,2018,2016,2016 - 2018,3,2,1,0.612,0.612,0.003,0.377,0.379,28.143,17,11495,9155,676,538,16,11770,9290,735,580,-59,-42
28,28067,28067,2016,2014,2014 - 2016,1,1,0,0.290,0.29,0.042,0.651,0.69,98.321,22,68315,49490,3105,2249,21,68275,49300,3251,2347,-146,-98
28,28067,28067,2018,2016,2016 - 2018,2,1,1,0.291,0.292,0.044,0.648,0.687,98.523,22,68455,49455,3111,2247,22,68315,49490,3105,2249,6,-2
28,28069,28069,2016,2014,2014 - 2016,10,10,0,0.603,0.603,0.015,0.340,0.355,13.221,12,10130,8005,844,667,2,10310,7990,5155,3995,-4311,-3328
28,28071,28071,2016,2014,2014 - 2016,2,1,1,0.239,0.24,0.024,0.706,0.722,82.624,18,52195,41790,2899,2321,18,50255,40200,2791,2233,108,88
28,28071,28071,2018,2016,2016 - 2018,7,3,4,0.237,0.238,0.026,0.704,0.717,84.630,17,53460,42570,3144,2504,18,52195,41790,2899,2321,245,183
28,28073,28073,2014,2012,2012 - 2014,3,1,2,0.201,0.202,0.023,0.752,0.762,116.749,1,58040,42145,58040,42145,2,55580,40295,27790,20147,30250,21998
28,28073,28073,2022,2018,2018 - 2022,6,4,2,0.209,0.206,0.031,0.725,0.751,129.740,24,64425,48035,2684,2001,22,61225,45035,2782,2047,-98,-46
28,28161,28161,2022,2018,2018 - 2022,5,3,2,0.383,0.376,0.026,0.578,0.598,26.758,9,12500,9770,1388,1085,8,12420,9570,1552,1196,-164,-111
28,28037,28037,2018,2016,2016 - 2018,1,0,1,0.360,0.36,0.006,0.632,0.635,13.751,10,7755,5880,775,588,11,7820,5890,710,535,65,53
28,28039,28039,2016,2014,2014 - 2016,3,1,2,0.070,0.07,0.023,0.879,0.894,48.705,19,23315,17045,1227,897,20,22960,16630,1148,831,79,66
28,28079,28079,2014,2012,2012 - 2014,1,1,0,0.414,0.414,0.043,0.483,0.522,40.086,18,23370,16025,1298,890,17,23565,15845,1386,932,-88,-42
