stfp,geoid,cntyfp,baseyear,lastgeyear,changeyear,changenopolls,nopollsadded,nopollsremoved,baseyearpctcvapblack,baseyearpctblack,baseyearpcthispanic,baseyearpctcvapwhite,baseyearpctwhite,baseyearpopdensity,baseyearpollinglocstotal,baseyeartotalpop,baseyearcvap,baseyearpopperpoll,baseyearcvapperpoll,lastgeyearpollinglocstotal,lastgeyeartotalpop,lastgeyearcvap,lastgeyearpopperpoll,lastgeyearcvapperpoll,changeyearpopperpoll,changeyearcvapperpoll
28,28115,28115,2016,2014,2014 - 2016,25,0,25,0.151,0.151,0.061,0.775,0.806,62.000,1,30860,21960,30860,21960,26,30375,21840,1168,840,29692,21120
28,28115,28115,2018,2016,2016 - 2018,26,26,0,0.154,0.16,0.066,0.770,0.784,62.911,27,31315,22135,1159,819,1,30860,21960,30860,21960,-29701,-21141
28,28041,28041,2016,2014,2014 - 2016,4,2,2,0.255,0.256,0.010,0.718,0.727,19.558,13,13940,11030,1072,848,13,14310,11300,1100,869,-28,-21
28,28077,28077,2016,2014,2014 - 2016,0,0,0,0.330,0.33,0.006,0.656,0.66,29.268,21,12605,9510,600,452,21,12635,9535,601,454,-1,-2
28,28077,28077,2018,2016,2016 - 2018,19,9,10,0.332,0.332,0.006,0.652,0.654,29.326,20,12630,9505,631,475,21,12605,9510,600,452,31,23
28,28077,28077,2022,2018,2018 - 2022,1,1,0,0.315,0.326,0.023,0.641,0.645,27.717,21,11935,8870,568,422,20,12630,9505,631,475,-63,-53
28,28079,28079,2022,2018,2018 - 2022,9,5,4,0.397,0.418,0.052,0.478,0.478,36.602,19,21335,16040,1122,844,18,22870,16430,1270,912,-148,-68
28,28081,28081,2016,2014,2014 - 2016,3,2,1,0.286,0.285,0.024,0.670,0.685,189.532,32,85280,62215,2665,1944,31,84590,61455,2728,1982,-63,-38
28,28083,28083,2016,2014,2014 - 2016,1,1,0,0.728,0.728,0.025,0.234,0.246,51.402,19,30500,21690,1605,1141,18,31770,22550,1765,1252,-160,-111
28,28083,28083,2018,2016,2016 - 2018,2,0,2,0.734,0.733,0.026,0.225,0.242,50.170,17,29805,21160,1753,1244,19,30500,21690,1605,1141,148,103
28,28093,28093,2014,2012,2012 - 2014,0,0,0,0.470,0.47,0.033,0.485,0.494,51.878,24,36635,28065,1526,1169,24,37020,27740,1542,1155,-16,14
28,28093,28093,2016,2014,2014 - 2016,3,1,2,0.478,0.478,0.034,0.479,0.492,51.255,23,36195,27865,1573,1211,24,36635,28065,1526,1169,47,42
28,28107,28107,2022,2018,2018 - 2022,6,3,3,0.497,0.487,0.006,0.469,0.481,48.389,22,33155,25000,1507,1136,22,34245,25265,1556,1148,-49,-12
28,28109,28109,2014,2012,2012 - 2014,0,0,0,0.133,0.133,0.030,0.820,0.844,68.191,2,55295,41530,27647,20765,2,55885,41745,27942,20872,-295,-107
28,28109,28109,2016,2014,2014 - 2016,30,28,2,0.130,0.13,0.029,0.821,0.843,68.031,28,55165,41865,1970,1495,2,55295,41530,27647,20765,-25677,-19270
28,28109,28109,2018,2016,2016 - 2018,19,6,13,0.128,0.128,0.030,0.819,0.84,67.976,21,55150,42290,2626,2013,28,55165,41865,1970,1495,656,518
28,28109,28109,2022,2018,2018 - 2022,3,2,1,0.125,0.128,0.034,0.818,0.825,69.455,22,56350,43415,2561,1973,21,55150,42290,2626,2013,-65,-40
28,28119,28119,2016,2014,2014 - 2016,0,0,0,0.705,0.705,0.012,0.278,0.285,18.851,8,7635,5675,954,709,8,7900,5795,987,724,-33,-15
28,28123,28123,2016,2014,2014 - 2016,10,0,10,0.376,0.378,0.108,0.501,0.58,46.403,15,28270,19105,1884,1273,25,28310,19030,1132,761,752,512
28,28123,28123,2018,2016,2016 - 2018,9,8,1,0.382,0.383,0.111,0.496,0.583,46.641,22,28415,19285,1291,876,15,28270,19105,1884,1273,-593,-397
28,28123,28123,2022,2018,2018 - 2022,2,2,0,0.357,0.363,0.118,0.489,0.55,45.869,24,27945,19275,1164,803,22,28415,19285,1291,876,-127,-73
28,28125,28125,2018,2016,2016 - 2018,0,0,0,0.739,0.74,0.001,0.252,0.251,10.447,9,4510,3360,501,373,9,4660,3470,517,385,-16,-12
28,28125,28125,2022,2018,2018 - 2022,2,1,1,0.725,0.724,0.008,0.265,0.269,9.057,9,3910,2975,434,330,9,4510,3360,501,373,-67,-43
28,28127,28127,2014,2012,2012 - 2014,0,0,0,0.350,0.349,0.016,0.620,0.629,46.549,15,27425,20010,1828,1334,15,27475,19905,1831,1327,-3,7
28,28127,28127,2016,2014,2014 - 2016,2,1,1,0.355,0.354,0.018,0.616,0.627,46.303,15,27280,20255,1818,1350,15,27425,20010,1828,1334,-10,16
28,28127,28127,2018,2016,2016 - 2018,0,0,0,0.365,0.365,0.004,0.616,0.618,45.955,15,27075,20430,1805,1362,15,27280,20255,1818,1350,-13,12
28,28127,28127,2022,2018,2018 - 2022,13,7,6,0.351,0.367,0.020,0.613,0.613,43.944,16,25890,19570,1618,1223,15,27075,20430,1805,1362,-187,-139
28,28129,28129,2014,2012,2012 - 2014,0,0,0,0.247,0.248,0.002,0.748,0.747,25.689,1,16345,12270,16345,12270,1,16425,12165,16425,12165,-80,105
28,28129,28129,2016,2014,2014 - 2016,13,13,0,0.248,0.248,0.003,0.746,0.748,25.359,14,16135,12220,1152,872,1,16345,12270,16345,12270,-15193,-11398
28,28129,28129,2018,2016,2016 - 2018,0,0,0,0.231,0.231,0.017,0.742,0.758,25.249,14,16065,12140,1147,867,14,16135,12220,1152,872,-5,-5
28,28129,28129,2022,2018,2018 - 2022,2,1,1,0.243,0.239,0.005,0.736,0.744,22.491,14,14310,10975,1022,783,14,16065,12140,1147,867,-125,-84
28,28131,28131,2016,2014,2014 - 2016,12,2,10,0.194,0.195,0.018,0.770,0.787,40.394,6,17995,13775,2999,2295,14,17940,13610,1281,972,1718,1323
28,28131,28131,2018,2016,2016 - 2018,7,7,0,0.193,0.193,0.020,0.763,0.782,41.247,13,18375,14265,1413,1097,6,17995,13775,2999,2295,-1586,-1198
28,28131,28131,2022,2018,2018 - 2022,7,1,6,0.163,0.16,0.023,0.768,0.783,41.214,8,18360,14365,2295,1795,13,18375,14265,1413,1097,882,698
28,28133,28133,2016,2014,2014 - 2016,5,2,3,0.735,0.738,0.016,0.245,0.252,39.304,14,27425,20925,1958,1494,15,28315,21535,1887,1435,71,59
28,28073,28073,2016,2014,2014 - 2016,20,20,0,0.199,0.199,0.025,0.749,0.762,119.944,21,59625,43520,2839,2072,1,58040,42145,58040,42145,-55201,-40073
28,28073,28073,2018,2016,2016 - 2018,3,2,1,0.200,0.2,0.026,0.744,0.764,123.270,22,61225,45035,2782,2047,21,59625,43520,2839,2072,-57,-25
28,28115,28115,2014,2012,2012 - 2014,11,6,5,0.146,0.147,0.061,0.778,0.794,61.026,26,30375,21840,1168,840,25,29960,21205,1198,848,-30,-8
28,28133,28133,2018,2016,2016 - 2018,6,4,2,0.739,0.74,0.017,0.240,0.25,38.022,16,26530,20405,1658,1275,14,27425,20925,1958,1494,-300,-219
28,28111,28111,2018,2016,2016 - 2018,2,0,2,0.197,0.197,0.015,0.774,0.788,18.588,14,12030,9215,859,658,16,12175,9295,760,580,99,78
28,28115,28115,2022,2018,2018 - 2022,10,4,6,0.145,0.155,0.075,0.755,0.759,62.674,25,31200,22290,1248,891,27,31315,22135,1159,819,89,72
28,28119,28119,2018,2016,2016 - 2018,2,1,1,0.716,0.716,0.014,0.267,0.275,18.197,8,7370,5560,921,695,8,7635,5675,954,709,-33,-14
28,28119,28119,2022,2018,2018 - 2022,0,0,0,0.720,0.729,0.004,0.248,0.254,15.098,8,6115,4710,764,588,8,7370,5560,921,695,-157,-107
28,28121,28121,2014,2012,2012 - 2014,6,5,1,0.194,0.195,0.026,0.756,0.773,187.623,54,145485,107715,2694,1994,50,142135,104730,2842,2094,-148,-100
28,28123,28123,2014,2012,2012 - 2014,1,1,0,0.375,0.378,0.106,0.508,0.59,46.468,25,28310,19030,1132,761,24,28205,18925,1175,788,-43,-27
28,28151,28151,2018,2016,2016 - 2018,2,1,1,0.721,0.722,0.016,0.253,0.257,64.968,17,47085,34345,2769,2020,17,48825,35560,2872,2091,-103,-71
28,28153,28153,2014,2012,2012 - 2014,14,6,8,0.389,0.39,0.013,0.587,0.593,25.422,17,20610,15305,1212,900,19,20755,15300,1092,805,120,95
28,28153,28153,2016,2014,2014 - 2016,0,0,0,0.394,0.394,0.014,0.583,0.59,25.305,17,20515,15285,1206,899,17,20610,15305,1212,900,-6,-1
28,28155,28155,2014,2012,2012 - 2014,1,1,0,0.193,0.192,0.012,0.778,0.787,23.935,16,10075,7585,629,474,15,10160,7610,677,507,-48,-33
28,28155,28155,2016,2014,2014 - 2016,2,1,1,0.193,0.192,0.014,0.781,0.791,23.566,16,9920,7515,620,469,16,10075,7585,629,474,-9,-5
28,28157,28157,2022,2018,2018 - 2022,6,4,2,0.696,0.691,0.018,0.278,0.283,12.579,9,8530,6750,947,750,7,8990,7060,1284,1008,-337,-258
28,28159,28159,2014,2012,2012 - 2014,1,1,0,0.471,0.474,0.011,0.511,0.516,31.092,11,18880,14245,1716,1295,10,19160,14400,1916,1440,-200,-145
28,28159,28159,2016,2014,2014 - 2016,2,1,1,0.478,0.479,0.011,0.505,0.512,30.499,11,18520,14060,1683,1278,11,18880,14245,1716,1295,-33,-17
28,28159,28159,2018,2016,2016 - 2018,13,7,6,0.476,0.478,0.012,0.501,0.503,30.235,12,18360,14025,1530,1168,11,18520,14060,1683,1278,-153,-110
28,28159,28159,2022,2018,2018 - 2022,6,2,4,0.467,0.476,0.015,0.496,0.501,29.214,10,17740,13825,1774,1382,12,18360,14025,1530,1168,244,214
28,28161,28161,2018,2016,2016 - 2018,1,0,1,0.400,0.407,0.016,0.581,0.581,26.587,8,12420,9570,1552,1196,9,12380,9485,1375,1053,177,143
28,28163,28163,2016,2014,2014 - 2016,2,2,0,0.587,0.591,0.036,0.360,0.379,30.060,22,27720,20275,1260,921,20,28075,19990,1403,999,-143,-78
28,28163,28163,2018,2016,2016 - 2018,3,0,3,0.563,0.569,0.065,0.351,0.378,30.330,19,27975,20115,1472,1058,22,27720,20275,1260,921,212,137
28,28163,28163,2022,2018,2018 - 2022,3,2,1,0.607,0.593,0.040,0.339,0.374,29.778,20,27465,21135,1373,1056,19,27975,20115,1472,1058,-99,-2
28,28139,28139,2014,2012,2012 - 2014,0,0,0,0.148,0.15,0.048,0.778,0.805,48.208,23,22070,16165,959,702,23,22095,16200,960,704,-1,-2
28,28139,28139,2016,2014,2014 - 2016,2,0,2,0.165,0.17,0.048,0.775,0.808,48.186,21,22060,16045,1050,764,23,22070,16165,959,702,91,62
28,28141,28141,2014,2012,2012 - 2014,7,1,6,0.025,0.025,0.027,0.935,0.943,46.028,12,19530,14880,1627,1240,17,19575,14870,1151,874,476,366
28,28141,28141,2016,2014,2014 - 2016,3,2,1,0.024,0.024,0.027,0.936,0.949,45.970,13,19505,14895,1500,1145,12,19530,14880,1627,1240,-127,-95
28,28143,28143,2016,2014,2014 - 2016,0,0,0,0.774,0.774,0.017,0.201,0.198,22.884,10,10405,7145,1040,714,10,10585,7275,1058,727,-18,-13
28,28143,28143,2018,2016,2016 - 2018,2,0,2,0.785,0.785,0.008,0.192,0.193,22.367,8,10170,6930,1271,866,10,10405,7145,1040,714,231,152
28,28145,28145,2014,2012,2012 - 2014,1,1,0,0.138,0.138,0.045,0.793,0.824,66.254,20,27535,19880,1376,994,19,27175,19655,1430,1034,-54,-40
28,28145,28145,2016,2014,2014 - 2016,1,0,1,0.144,0.146,0.044,0.789,0.822,67.348,19,27990,20350,1473,1071,20,27535,19880,1376,994,97,77
28,28145,28145,2018,2016,2016 - 2018,7,3,4,0.146,0.147,0.043,0.785,0.8,68.225,18,28355,20805,1575,1155,19,27990,20350,1473,1071,102,84
28,28147,28147,2014,2012,2012 - 2014,1,0,1,0.444,0.45,0.017,0.529,0.532,37.443,18,15125,11180,840,621,19,15405,11350,810,597,30,24
28,28147,28147,2016,2014,2014 - 2016,8,4,4,0.457,0.458,0.005,0.529,0.531,36.665,18,14810,11125,822,618,18,15125,11180,840,621,-18,-3
28,28009,28009,2018,2016,2016 - 2018,1,0,1,0.356,0.358,0.026,0.604,0.613,20.302,4,8255,6385,2063,1596,5,8380,6400,1676,1280,387,316
28,28147,28147,2018,2016,2016 - 2018,6,1,5,0.459,0.46,0.006,0.527,0.53,36.145,14,14600,11085,1042,791,18,14810,11125,822,618,220,173
28,28149,28149,2014,2012,2012 - 2014,11,6,5,0.475,0.477,0.020,0.489,0.5,82.054,21,48290,35710,2299,1700,20,48420,35610,2421,1780,-122,-80
28,28149,28149,2016,2014,2014 - 2016,4,2,2,0.483,0.483,0.021,0.480,0.491,81.281,21,47835,35480,2277,1689,21,48290,35710,2299,1700,-22,-11
28,28049,28049,2018,2016,2016 - 2018,26,9,17,0.720,0.723,0.015,0.250,0.257,277.975,92,241775,179830,2627,1954,100,244595,180735,2445,1807,182,147
28,28049,28049,2022,2018,2018 - 2022,45,30,15,0.729,0.73,0.016,0.238,0.243,260.437,107,226540,170920,2117,1597,92,241775,179830,2627,1954,-510,-357
28,28051,28051,2022,2018,2018 - 2022,5,2,3,0.830,0.843,0.005,0.151,0.151,22.269,16,16850,12625,1053,789,17,18075,13345,1063,785,-10,4
28,28053,28053,2018,2016,2016 - 2018,2,1,1,0.758,0.76,0.031,0.208,0.216,20.406,9,8540,6155,948,683,9,8820,6345,980,705,-32,-22
28,28053,28053,2022,2018,2018 - 2022,1,1,0,0.786,0.78,0.003,0.200,0.201,18.499,10,7745,5720,774,572,9,8540,6155,948,683,-174,-111
28,28061,28061,2018,2016,2016 - 2018,0,0,0,0.544,0.544,0.004,0.448,0.448,24.444,16,16530,12750,1033,796,16,16540,12685,1033,792,0,4
28,28081,28081,2018,2016,2016 - 2018,11,3,8,0.294,0.29,0.026,0.660,0.676,188.721,27,84915,61940,3145,2294,32,85280,62215,2665,1944,480,350
28,28139,28139,2018,2016,2016 - 2018,7,4,3,0.167,0.171,0.047,0.772,0.787,48.032,22,21990,16270,999,739,21,22060,16045,1050,764,-51,-25
28,28139,28139,2022,2018,2018 - 2022,24,13,11,0.149,0.155,0.048,0.771,0.769,47.551,24,21770,16245,907,676,22,21990,16270,999,739,-92,-63
28,28141,28141,2018,2016,2016 - 2018,3,1,2,0.028,0.029,0.032,0.932,0.948,45.911,12,19480,14930,1623,1244,13,19505,14895,1500,1145,123,99
28,28141,28141,2022,2018,2018 - 2022,5,3,2,0.013,0.02,0.035,0.925,0.928,44.391,13,18835,14445,1448,1111,12,19480,14930,1623,1244,-175,-133
28,28153,28153,2018,2016,2016 - 2018,1,1,0,0.411,0.411,0.003,0.575,0.575,25.188,18,20420,15325,1134,851,17,20515,15285,1206,899,-72,-48
28,28153,28153,2022,2018,2018 - 2022,8,4,4,0.383,0.385,0.037,0.571,0.572,24.374,18,19760,14460,1097,803,18,20420,15325,1134,851,-37,-48
28,28155,28155,2018,2016,2016 - 2018,2,1,1,0.193,0.193,0.015,0.781,0.794,23.353,16,9830,7460,614,466,16,9920,7515,620,469,-6,-3
28,28155,28155,2022,2018,2018 - 2022,16,6,10,0.185,0.192,0.016,0.785,0.79,23.602,12,9940,7565,828,630,16,9830,7460,614,466,214,164
28,28047,28047,2022,2018,2018 - 2022,13,7,6,0.249,0.252,0.056,0.628,0.657,363.907,53,208750,156000,3938,2943,52,202625,149055,3896,2866,42,77
28,28057,28057,2022,2018,2018 - 2022,6,3,3,0.060,0.07,0.018,0.890,0.908,44.839,24,23890,18780,995,782,24,23480,18205,978,758,17,24
28,28059,28059,2022,2018,2018 - 2022,12,9,3,0.206,0.207,0.071,0.672,0.699,198.831,31,143720,109155,4636,3521,25,142015,105815,5680,4232,-1044,-711
28,28117,28117,2022,2018,2018 - 2022,6,3,3,0.108,0.114,0.015,0.818,0.821,60.111,12,24945,19225,2078,1602,12,25360,19600,2113,1633,-35,-31
28,28137,28137,2022,2018,2018 - 2022,3,2,1,0.304,0.3,0.034,0.643,0.669,69.411,20,28095,21460,1404,1073,19,28495,21565,1499,1135,-95,-62
28,28041,28041,2018,2016,2016 - 2018,6,3,3,0.255,0.255,0.012,0.722,0.733,19.243,13,13715,10825,1055,832,13,13940,11030,1072,848,-17,-16
28,28021,28021,2014,,,,,,0.839,0.845,0.010,0.138,0.139,19.275,0,9395,7220,,,,,,,,,
28,28125,28125,2014,,,,,,0.703,0.708,0.010,0.282,0.285,11.350,0,4900,3640,,,,,,,,,
28,28161,28161,2014,,,,,,0.384,0.393,0.015,0.592,0.597,26.620,0,12435,9480,,,,,,,,,
28,28053,28053,2014,,,,,,0.751,0.757,0.024,0.222,0.228,21.756,0,9105,6540,,,,,,,,,
45,45065,45065,2016,2014,2014 - 2016,0,0,0,0.481,0.479,0.012,0.489,0.5,27.302,11,9805,8530,891,775,11,10005,8665,909,787,-18,-12
45,45065,45065,2014,2012,2012 - 2014,1,1,0,0.492,0.495,0.010,0.484,0.492,27.859,11,10005,8665,909,787,10,10140,8670,1014,867,-105,-80
45,45059,45059,2022,2020,2020 - 2022,10,5,5,0.232,0.229,0.056,0.674,0.693,94.624,33,67455,51315,2044,1555,33,66990,51220,2030,1552,14,3
45,45059,45059,2020,2018,2018 - 2020,8,4,4,0.236,0.235,0.051,0.677,0.699,93.972,33,66990,51220,2030,1552,33,66710,50915,2021,1542,9,10
45,45059,45059,2018,2016,2016 - 2018,4,2,2,0.246,0.247,0.047,0.680,0.701,93.463,33,66710,50915,2021,1542,33,66440,50290,2013,1523,8,19
45,45059,45059,2016,2014,2014 - 2016,2,1,1,0.249,0.25,0.043,0.683,0.703,93.076,33,66440,50290,2013,1523,33,66390,50075,2011,1517,2,6
45,45059,45059,2014,2012,2012 - 2014,6,2,4,0.253,0.254,0.042,0.686,0.708,93.006,33,66390,50075,2011,1517,35,66625,50060,1903,1430,108,87
45,45037,45037,2018,2016,2016 - 2018,0,0,0,0.364,0.365,0.058,0.565,0.599,53.459,11,26770,21040,2433,1912,11,26390,20430,2399,1857,34,55
45,45031,45031,2016,2014,2014 - 2016,1,0,1,0.407,0.407,0.018,0.552,0.566,120.627,32,67690,51285,2115,1602,33,68160,51245,2065,1552,50,50
45,45029,45029,2016,2014,2014 - 2016,3,1,2,0.379,0.382,0.030,0.564,0.568,35.859,27,37885,28690,1403,1062,28,38245,28515,1365,1018,38,44
45,45027,45027,2016,2014,2014 - 2016,1,0,1,0.485,0.487,0.029,0.473,0.487,56.109,24,34055,26695,1418,1112,25,34440,26745,1377,1069,41,43
45,45025,45025,2016,2014,2014 - 2016,0,0,0,0.321,0.323,0.041,0.610,0.634,57.675,23,46085,34500,2003,1500,23,46335,34600,2014,1504,-11,-4
45,45025,45025,2014,2012,2012 - 2014,0,0,0,0.328,0.329,0.038,0.616,0.645,57.985,23,46335,34600,2014,1504,23,46460,34200,2020,1486,-6,18
45,45023,45023,2016,2014,2014 - 2016,0,0,0,0.373,0.376,0.018,0.589,0.602,55.859,21,32435,24850,1544,1183,21,32710,24885,1557,1185,-13,-2
45,45003,45003,2016,2014,2014 - 2016,9,7,2,0.243,0.246,0.054,0.670,0.702,154.184,73,165145,124145,2262,1700,68,162990,123270,2396,1812,-134,-112
45,45035,45035,2014,2012,2012 - 2014,2,1,1,0.251,0.253,0.047,0.653,0.684,249.059,38,142770,102420,3757,2695,38,136835,96930,3600,2550,157,145
45,45033,45033,2020,2018,2018 - 2020,6,3,3,0.477,0.478,0.028,0.455,0.474,75.235,21,30475,22665,1451,1079,21,30870,22525,1470,1072,-19,7
45,45033,45033,2018,2016,2016 - 2018,0,0,0,0.467,0.481,0.027,0.458,0.468,76.210,21,30870,22525,1470,1072,21,31275,22775,1489,1084,-19,-12
45,45033,45033,2016,2014,2014 - 2016,0,0,0,0.455,0.468,0.027,0.466,0.475,77.253,21,31275,22775,1489,1084,21,31530,22770,1501,1084,-12,0
45,45033,45033,2014,2012,2012 - 2014,0,0,0,0.459,0.46,0.025,0.471,0.478,77.883,21,31530,22770,1501,1084,21,31735,22840,1511,1087,-10,-3
45,45031,45031,2020,2018,2018 - 2020,5,3,2,0.409,0.409,0.021,0.545,0.564,119.268,33,66860,51430,2026,1558,32,67255,51445,2101,1607,-75,-49
45,45031,45031,2018,2016,2016 - 2018,0,0,0,0.407,0.407,0.020,0.549,0.566,119.962,32,67255,51445,2101,1607,32,67690,51285,2115,1602,-14,5
45,45031,45031,2014,2012,2012 - 2014,0,0,0,0.406,0.406,0.018,0.554,0.567,121.466,33,68160,51245,2065,1552,33,68500,51255,2075,1553,-10,-1
45,45029,45029,2020,2018,2018 - 2020,3,2,1,0.382,0.382,0.035,0.568,0.57,35.613,29,37625,28695,1297,989,28,37570,28510,1341,1018,-44,-29
45,45021,45021,2014,2012,2012 - 2014,0,0,0,0.200,0.2,0.039,0.736,0.759,141.866,30,55705,41490,1856,1383,30,55350,40960,1845,1365,11,18
45,45053,45053,2022,2020,2020 - 2022,9,5,4,0.373,0.39,0.141,0.455,0.494,44.943,15,29445,21955,1963,1463,14,29560,21590,2111,1542,-148,-79
45,45053,45053,2020,2018,2018 - 2020,4,2,2,0.407,0.407,0.134,0.436,0.509,45.119,14,29560,21590,2111,1542,14,27900,20120,1992,1437,119,105
45,45053,45053,2018,2016,2016 - 2018,2,1,1,0.431,0.431,0.132,0.422,0.522,42.585,14,27900,20120,1992,1437,14,27185,19485,1941,1391,51,46
45,45043,45043,2020,2018,2018 - 2020,10,4,6,0.308,0.307,0.031,0.645,0.649,76.388,31,62150,49945,2004,1611,33,61605,49005,1866,1485,138,126
45,45043,45043,2018,2016,2016 - 2018,1,1,0,0.312,0.313,0.031,0.638,0.646,75.692,33,61605,49005,1866,1485,32,60805,47975,1900,1499,-34,-14
45,45043,45043,2016,2014,2014 - 2016,0,0,0,0.317,0.319,0.030,0.632,0.64,74.737,32,60805,47975,1900,1499,32,60390,47065,1887,1470,13,29
45,45043,45043,2014,2012,2012 - 2014,0,0,0,0.331,0.332,0.031,0.626,0.637,74.230,32,60390,47065,1887,1470,32,60285,46455,1883,1451,4,19
45,45041,45041,2022,2020,2020 - 2022,9,6,3,0.429,0.43,0.029,0.509,0.516,171.161,61,137015,102920,2246,1687,58,138235,103655,2383,1787,-137,-100
45,45041,45041,2020,2018,2018 - 2020,19,9,10,0.428,0.428,0.027,0.516,0.525,172.685,58,138235,103655,2383,1787,59,138560,103815,2348,1759,35,28
45,45041,45041,2016,2014,2014 - 2016,4,1,3,0.419,0.422,0.024,0.529,0.545,173.227,60,138575,103355,2309,1722,62,138060,102545,2226,1653,83,69
45,45041,45041,2014,2012,2012 - 2014,1,0,1,0.414,0.416,0.023,0.535,0.551,172.583,62,138060,102545,2226,1653,63,136715,101240,2170,1606,56,47
45,45039,45039,2022,2020,2020 - 2022,0,0,0,0.559,0.573,0.026,0.387,0.393,30.511,19,20940,16995,1102,894,19,22405,18070,1179,951,-77,-57
45,45039,45039,2020,2018,2018 - 2020,1,1,0,0.571,0.575,0.023,0.383,0.393,32.646,19,22405,18070,1179,951,18,22710,18120,1261,1006,-82,-55
45,45039,45039,2016,2014,2014 - 2016,0,0,0,0.566,0.566,0.019,0.378,0.391,33.551,18,23025,18075,1279,1004,18,23380,17965,1298,998,-19,6
45,45039,45039,2014,2012,2012 - 2014,0,0,0,0.578,0.577,0.018,0.380,0.387,34.068,18,23380,17965,1298,998,18,23805,18310,1322,1017,-24,-19
45,45019,45019,2014,2012,2012 - 2014,20,9,11,0.288,0.289,0.052,0.628,0.667,399.139,104,365675,280400,3516,2696,106,352550,267915,3325,2527,191,169
45,45017,45017,2014,2012,2012 - 2014,0,0,0,0.422,0.423,0.032,0.532,0.541,39.433,12,15030,11680,1252,973,12,15135,11660,1261,971,-9,2
45,45015,45015,2018,2016,2016 - 2018,3,2,1,0.239,0.238,0.065,0.639,0.671,189.438,54,209065,153030,3871,2833,53,199080,145580,3756,2746,115,87
45,45015,45015,2014,2012,2012 - 2014,7,5,2,0.246,0.248,0.060,0.641,0.674,171.836,47,188835,136820,4017,2911,44,179775,129115,4085,2934,-68,-23
45,45069,45069,2014,2012,2012 - 2014,0,0,0,0.510,0.508,0.030,0.401,0.414,58.987,15,28295,21895,1886,1459,15,28750,22135,1916,1475,-30,-16
45,45067,45067,2022,2020,2020 - 2022,2,1,1,0.563,0.569,0.033,0.381,0.387,59.689,16,29210,22300,1825,1393,16,30955,23515,1934,1469,-109,-76
45,45067,45067,2020,2018,2018 - 2020,0,0,0,0.567,0.569,0.029,0.383,0.398,63.255,16,30955,23515,1934,1469,16,31560,23795,1972,1487,-38,-18
45,45067,45067,2016,2014,2014 - 2016,0,0,0,0.566,0.566,0.026,0.391,0.405,65.355,16,31975,23915,1998,1494,16,32410,24265,2025,1516,-27,-22
45,45067,45067,2014,2012,2012 - 2014,0,0,0,0.557,0.559,0.026,0.396,0.411,66.244,16,32410,24265,2025,1516,16,33040,24520,2065,1532,-40,-16
45,45071,45071,2020,2018,2018 - 2020,11,6,5,0.311,0.312,0.077,0.601,0.632,60.813,30,38330,28625,1277,954,29,38070,28335,1312,977,-35,-23
45,45071,45071,2018,2016,2016 - 2018,2,1,1,0.315,0.316,0.073,0.601,0.628,60.425,29,38070,28335,1312,977,29,37750,28055,1301,967,11,10
45,45069,45069,2022,2020,2020 - 2022,0,0,0,0.499,0.501,0.034,0.389,0.4,55.400,16,26585,21080,1661,1317,16,26375,20840,1648,1302,13,15
45,45013,45013,2022,2020,2020 - 2022,25,14,11,0.163,0.169,0.112,0.687,0.72,328.221,58,189070,148060,3259,2552,55,189730,146680,3449,2666,-190,-114
45,45029,45029,2018,2016,2016 - 2018,1,1,0,0.383,0.384,0.032,0.565,0.575,35.561,28,37570,28510,1341,1018,27,37885,28690,1403,1062,-62,-44
45,45029,45029,2014,2012,2012 - 2014,1,1,0,0.384,0.385,0.029,0.562,0.582,36.200,28,38245,28515,1365,1018,27,38665,28585,1432,1058,-67,-40
45,45027,45027,2014,2012,2012 - 2014,0,0,0,0.492,0.494,0.028,0.468,0.478,56.744,25,34440,26745,1377,1069,25,34745,26725,1389,1069,-12,0
45,45021,45021,2022,2020,2020 - 2022,5,2,3,0.196,0.198,0.049,0.722,0.735,143.016,29,56200,42525,1937,1466,30,57110,43035,1903,1434,34,32
45,45021,45021,2020,2018,2018 - 2020,7,4,3,0.200,0.201,0.045,0.726,0.753,145.332,30,57110,43035,1903,1434,29,56710,42815,1955,1476,-52,-42
45,45021,45021,2018,2016,2016 - 2018,0,0,0,0.200,0.2,0.042,0.730,0.753,144.177,29,56710,42815,1955,1476,29,56275,42310,1940,1458,15,18
45,45013,45013,2018,2016,2016 - 2018,8,4,4,0.179,0.181,0.112,0.678,0.753,317.022,56,182660,139160,3261,2485,56,175315,131055,3130,2340,131,145
45,45013,45013,2014,2012,2012 - 2014,20,8,12,0.186,0.187,0.117,0.667,0.731,292.322,56,168455,123860,3008,2211,60,162315,117380,2705,1956,303,255
45,45003,45003,2018,2016,2016 - 2018,15,7,8,0.245,0.247,0.056,0.665,0.706,155.916,72,166925,125470,2318,1742,73,165145,124145,2262,1700,56,42
45,45019,45019,2020,2018,2018 - 2020,27,15,12,0.261,0.262,0.052,0.650,0.678,443.959,97,407545,315640,4201,3254,94,394710,305280,4199,3247,2,7
45,45019,45019,2018,2016,2016 - 2018,17,5,12,0.271,0.273,0.051,0.643,0.682,430.005,94,394710,305280,4199,3247,101,380675,293755,3769,2908,430,339
45,45017,45017,2022,2020,2020 - 2022,0,0,0,0.389,0.397,0.042,0.544,0.561,37.111,13,14145,11395,1088,876,13,14610,11665,1123,897,-35,-21
