"state","census_tract","year","polling_locations_total","polling_locations_removed_since_last_general","polling_locations_added_since_last_general","est_total_population","population_density","percentage_race_white","percentage_race_black_african_american"
"SC","Census Tract 4.02",2020,0,0,0,2386,42,"0.422","0.491"
"SC","Census Tract 5",2020,2,1,1,2269,24,"0.276","0.638"
"SC","Census Tract 6",2020,1,1,1,3638,55,"0.495","0.485"
"SC","Census Tract 7",2020,3,1,0,4691,497,"0.224","0.64"
"SC","Census Tract 8",2020,1,0,0,3540,1427,"0.14","0.849"
"SC","Census Tract 9.01",2020,3,1,1,4422,1474,"0.338","0.552"
"SC","Census Tract 9.02",2020,0,0,0,3809,1759,"0.811","0.125"
"SC","Census Tract 11",2020,1,0,0,4023,409,"0.235","0.669"
"SC","Census Tract 13",2020,3,0,1,1860,1494,"0.116","0.867"
"SC","Census Tract 15",2020,3,2,0,1286,965,"0.005","0.995"
"SC","Census Tract 16",2020,2,0,0,4296,1252,"0.069","0.929"
"SC","Census Tract 17.01",2020,2,0,0,6197,872,"0.764","0.162"
"SC","Census Tract 17.03",2020,0,0,0,4680,928,"0.618","0.341"
"SC","Census Tract 17.04",2020,3,0,0,4406,972,"0.502","0.426"
"SC","Census Tract 18.01",2020,0,0,0,4152,35,"0.591","0.382"
"SC","Census Tract 18.03",2020,0,0,0,4839,842,"0.515","0.454"
"SC","Census Tract 18.04",2020,0,0,0,4390,96,"0.22","0.78"
"SC","Census Tract 19.02",2020,1,0,0,5466,215,"0.534","0.465"
"SC","Census Tract 19.03",2020,0,0,0,4338,233,"0.727","0.19"
"SC","Census Tract 19.04",2020,0,0,0,2306,95,"0.788","0.179"
"SC","Census Tract 20",2020,2,1,1,3069,1889,"0.507","0.451"
"SC","Census Tract 301",2020,1,0,0,1997,672,"0.581","0.362"
"SC","Census Tract 302",2020,4,0,0,2609,1448,"0.499","0.468"
"SC","Census Tract 303",2020,3,0,0,3257,447,"0.544","0.383"
"SC","Census Tract 304.01",2020,0,0,0,3103,123,"0.618","0.312"
"SC","Census Tract 304.02",2020,0,0,0,2806,136,"0.753","0.184"
"SC","Census Tract 305",2020,2,0,1,2410,48,"0.766","0.205"
"SC","Census Tract 306",2020,2,0,0,1924,18,"0.293","0.687"
"SC","Census Tract 307",2020,4,0,0,3290,19,"0.736","0.237"
"SC","Census Tract 308",2020,2,0,0,3575,59,"0.742","0.228"
"SC","Census Tract 309",2020,3,0,0,2354,37,"0.863","0.075"
"SC","Census Tract 9701",2020,3,0,0,1821,23,"0.647","0.342"
"SC","Census Tract 9702",2020,2,0,0,1130,17,"0.157","0.843"
"SC","Census Tract 9703",2020,3,1,1,4506,53,"0.419","0.558"
"SC","Census Tract 9704",2020,4,0,0,2576,18,"0.536","0.436"
"SC","Census Tract 9705.01",2020,4,0,0,3309,45,"0.222","0.724"
"SC","Census Tract 9705.02",2020,1,0,0,4773,186,"0.078","0.887"
"SC","Census Tract 9706.01",2020,1,0,1,2308,62,"0.348","0.624"
"SC","Census Tract 9706.02",2020,0,0,0,1631,34,"0.439","0.51"
"SC","Census Tract 9707",2020,2,1,1,2362,24,"0.269","0.707"
"SC","Census Tract 9708.01",2020,3,0,0,2847,18,"0.146","0.83"
"SC","Census Tract 9708.02",2020,0,0,0,1202,13778,"0.295","0.579"
"SC","Census Tract 9709",2020,3,0,1,2345,20,"0.512","0.419"
"SC","Census Tract 601.02",2020,1,0,0,2674,1793,"0.773","0.174"
"SC","Census Tract 602",2020,2,0,0,3951,2302,"0.541","0.372"
"SC","Census Tract 603",2020,2,0,0,3809,3065,"0.236","0.689"
"SC","Census Tract 604.01",2020,0,0,0,2609,3051,"0.08","0.918"
"SC","Census Tract 604.02",2020,0,0,0,2386,1399,"0.237","0.704"
"SC","Census Tract 605.01",2020,2,0,0,3152,2302,"0.39","0.579"
"SC","Census Tract 605.02",2020,2,0,0,2748,1464,"0.115","0.878"
"SC","Census Tract 606",2020,0,0,0,1720,10691,"0.665","0.3"
"SC","Census Tract 607",2020,3,0,0,5900,2362,"0.842","0.145"
"SC","Census Tract 608.02",2020,1,0,0,2032,1966,"0.642","0.267"
"SC","Census Tract 608.03",2020,1,0,0,5631,4174,"0.73","0.166"
"SC","Census Tract 608.04",2020,1,0,0,4667,2974,"0.713","0.198"
"SC","Census Tract 609.01",2020,1,1,0,6157,933,"0.535","0.418"
"SC","Census Tract 609.04",2020,5,0,0,7044,677,"0.716","0.221"
"SC","Census Tract 609.08",2020,0,0,0,4154,3385,"0.493","0.485"
"SC","Census Tract 609.09",2020,0,0,0,5727,1676,"0.781","0.146"
"SC","Census Tract 609.10",2020,1,0,1,3988,664,"0.819","0.135"
"SC","Census Tract 609.11",2020,0,0,0,5381,993,"0.761","0.147"
"SC","Census Tract 609.12",2020,0,0,0,1903,677,"0.864","0.066"
"SC","Census Tract 609.13",2020,0,1,0,6482,2254,"0.724","0.165"
"SC","Census Tract 610.04",2020,1,0,0,9992,1822,"0.904","0.066"
"SC","Census Tract 610.06",2020,0,0,0,3660,862,"0.77","0.103"
"SC","Census Tract 610.07",2020,1,0,0,7575,2501,"0.643","0.116"
"SC","Census Tract 610.08",2020,2,0,0,8230,1423,"0.692","0.151"
"SC","Census Tract 610.09",2020,0,0,0,8966,2072,"0.806","0.07"
"SC","Census Tract 610.10",2020,0,0,0,4954,2090,"0.647","0.044"
"SC","Census Tract 610.11",2020,0,1,0,8353,1598,"0.71","0.127"
"SC","Census Tract 610.12",2020,1,0,1,4574,2307,"0.896","0.068"
"SC","Census Tract 611.01",2020,3,0,0,4805,999,"0.721","0.219"
"SC","Census Tract 611.03",2020,2,0,1,8189,785,"0.832","0.102"
"SC","Census Tract 611.04",2020,1,0,0,5431,861,"0.855","0.038"
"SC","Census Tract 612.02",2020,2,0,0,4674,286,"0.606","0.072"
"SC","Census Tract 612.03",2020,2,0,0,6668,297,"0.805","0.143"
"SC","Census Tract 612.04",2020,1,1,1,4170,1067,"0.697","0.271"
"SC","Census Tract 612.05",2020,0,0,0,4451,373,"0.832","0.144"
"SC","Census Tract 613.01",2020,1,0,0,4615,488,"0.363","0.557"
"SC","Census Tract 613.02",2020,1,0,0,4684,124,"0.746","0.228"
"SC","Census Tract 614.01",2020,1,0,0,4498,64,"0.888","0.087"
"SC","Census Tract 614.03",2020,1,0,0,6042,222,"0.812","0.155"
"SC","Census Tract 614.04",2020,1,0,0,3225,758,"0.755","0.211"
"SC","Census Tract 615.03",2020,0,0,0,2998,123,"0.915","0.069"
"SC","Census Tract 615.04",2020,0,0,0,4997,242,"0.879","0.094"
"SC","Census Tract 615.05",2020,0,0,0,2759,111,"0.822","0.15"
"SC","Census Tract 615.06",2020,0,0,0,5909,251,"0.919","0.07"
"SC","Census Tract 616.01",2020,2,0,1,2997,549,"0.455","0.508"
"SC","Census Tract 616.02",2020,3,0,0,6322,1052,"0.618","0.278"
"SC","Census Tract 617.01",2020,1,0,0,5372,92,"0.919","0.023"
"SC","Census Tract 617.05",2020,1,0,0,4731,193,"0.884","0.091"
"SC","Census Tract 617.06",2020,1,0,0,6687,361,"0.823","0.081"
"SC","Census Tract 617.08",2020,2,0,0,7409,1024,"0.871","0.101"
"SC","Census Tract 617.09",2020,0,0,0,5805,899,"0.845","0.112"
"SC","Census Tract 617.10",2020,0,0,0,4367,1982,"0.913","0.051"
"SC","Census Tract 618.01",2020,1,0,0,3219,710,"0.668","0.245"
"SC","Census Tract 618.02",2020,4,0,0,4892,522,"0.815","0.054"
"SC","Census Tract 619",2020,4,1,1,5552,42,"0.824","0.147"
"SC","Census Tract 9501",2022,2,0,0,3022,62,"0.821","0.13"
"SC","Census Tract 9502",2022,3,0,0,4262,58,"0.758","0.219"
"SC","Census Tract 9503",2022,2,0,0,3499,36,"0.908","0.022"
"SC","Census Tract 9504.01",2022,0,0,0,3719,164,"0.617","0.332"
"SC","Census Tract 9504.02",2022,1,0,1,2311,42,"0.846","0.143"
"SC","Census Tract 9505",2022,3,1,0,4682,43,"0.539","0.441"
"SC","Census Tract 9506",2022,1,0,0,2879,34,"0.459","0.527"
"SC","Census Tract 201",2022,4,0,0,4854,36,"0.797","0.169"
"SC","Census Tract 202",2022,3,0,0,6150,64,"0.651","0.301"
"SC","Census Tract 203.01",2022,0,0,0,2267,62,"0.79","0.058"
"SC","Census Tract 203.03",2022,0,0,0,2263,318,"0.508","0.357"
"SC","Census Tract 203.04",2022,0,0,0,4504,235,"0.608","0.283"
"SC","Census Tract 204.01",2022,1,0,1,6365,410,"0.769","0.202"
"SC","Census Tract 204.02",2022,1,0,0,2287,886,"0.544","0.304"
"SC","Census Tract 205",2022,3,0,0,8804,657,"0.774","0.217"
"SC","Census Tract 206.01",2022,1,0,0,3919,405,"0.679","0.282"
"SC","Census Tract 206.03",2022,1,0,0,3271,2106,"0.806","0.076"
"SC","Census Tract 206.04",2022,1,0,0,2623,771,"0.745","0.218"
"SC","Census Tract 207.01",2022,2,0,0,5285,1330,"0.853","0.12"
"SC","Census Tract 207.02",2022,2,0,0,4316,1518,"0.701","0.223"
"SC","Census Tract 208.01",2022,1,0,0,3452,1216,"0.944","0.034"
"SC","Census Tract 208.02",2022,5,0,0,5705,1970,"0.741","0.171"
"SC","Census Tract 209.01",2022,0,0,0,2470,79,"0.771","0.224"
"SC","Census Tract 209.03",2022,0,1,0,2701,154,"0.618","0.217"
"SC","Census Tract 209.04",2022,0,0,0,3298,177,"0.498","0.332"
"SC","Census Tract 210.01",2022,2,0,0,4537,471,"0.73","0.199"
"SC","Census Tract 210.03",2022,0,0,0,3300,959,"0.802","0.064"
"SC","Census Tract 210.04",2022,0,0,0,1825,557,"0.294","0.538"
"SC","Census Tract 211.01",2022,3,0,0,2996,563,"0.905","0.06"
"SC","Census Tract 211.02",2022,2,0,0,4049,753,"0.778","0.172"
"SC","Census Tract 212.01",2022,1,0,0,5410,811,"0.7","0.271"
"SC","Census Tract 212.02",2022,1,0,0,3910,635,"0.755","0.185"
"SC","Census Tract 212.04",2022,0,1,0,2160,1680,"0.667","0.17"
"SC","Census Tract 212.05",2022,0,1,0,6862,743,"0.832","0.074"
"SC","Census Tract 213",2022,2,1,1,4807,1113,"0.801","0.183"
"SC","Census Tract 214.01",2022,1,0,0,2658,2127,"0.233","0.736"
"SC","Census Tract 214.02",2022,1,0,0,3346,1307,"0.14","0.841"
"SC","Census Tract 215",2022,1,0,0,4923,1463,"0.652","0.291"
"SC","Census Tract 216.01",2022,2,0,0,5911,325,"0.367","0.581"
"SC","Census Tract 216.03",2022,0,0,0,2835,386,"0.633","0.256"
"SC","Census Tract 216.04",2022,3,1,2,5557,840,"0.767","0.155"
"SC","Census Tract 217",2022,2,1,1,4970,45,"0.526","0.333"
"SC","Census Tract 218",2022,2,0,0,2248,26,"0.639","0.326"
"SC","Census Tract 219.01",2022,0,0,0,3003,52,"0.746","0.206"
"SC","Census Tract 219.02",2022,1,0,0,2566,43,"0.652","0.165"
"SC","Census Tract 220.01",2022,2,0,0,4699,145,"0.707","0.255"
"SC","Census Tract 220.03",2022,0,0,0,4970,162,"0.691","0.285"
"SC","Census Tract 220.04",2022,0,0,0,2319,131,"0.577","0.337"
"SC","Census Tract 221",2022,1,0,0,3650,79,"0.608","0.31"
"SC","Census Tract 9801",2022,0,0,0,0,0,"0","0"
"SC","Census Tract 9702.01",2022,2,1,1,2048,162,"0.135","0.837"
"SC","Census Tract 9702.02",2022,0,1,0,1655,9,"0.257","0.733"
"SC","Census Tract 9705",2022,2,2,2,4601,22,"0.261","0.685"
"SC","Census Tract 2",2022,1,0,0,4386,2285,"0.92","0.042"
"SC","Census Tract 3",2022,2,0,0,5243,2301,"0.74","0.207"
"SC","Census Tract 5",2022,1,0,0,2754,900,"0.261","0.649"
"SC","Census Tract 6",2022,2,0,0,3268,1432,"0.308","0.671"
"SC","Census Tract 7.01",2022,0,0,0,2842,1830,"0.278","0.595"
"SC","Census Tract 7.02",2022,0,0,0,2145,1505,"0.383","0.483"
"SC","Census Tract 8",2022,0,0,0,3051,1716,"0.59","0.315"
"SC","Census Tract 9",2022,1,0,0,3466,2376,"0.456","0.415"
"SC","Census Tract 10",2022,2,0,1,2367,1045,"0.802","0.134"
"SC","Census Tract 11",2022,1,0,0,5472,1479,"0.912","0.064"
"SC","Census Tract 101.03",2022,4,0,1,9335,790,"0.851","0.054"
"SC","Census Tract 101.05",2022,0,0,0,2336,547,"0.687","0.207"
"SC","Census Tract 101.06",2022,1,1,1,6148,494,"0.888","0.027"
"SC","Census Tract 101.07",2022,0,0,0,3804,544,"0.871","0.053"
"SC","Census Tract 101.08",2022,0,0,0,5559,264,"0.903","0.035"
"SC","Census Tract 102",2022,2,0,0,5570,486,"0.823","0.071"
"SC","Census Tract 103",2022,1,0,0,3997,455,"0.907","0.034"
"SC","Census Tract 104.03",2022,0,0,0,2969,737,"0.828","0.084"
"SC","Census Tract 104.04",2022,1,0,0,2978,570,"0.863","0.088"
"SC","Census Tract 104.05",2022,0,0,0,4346,461,"0.832","0.099"
"SC","Census Tract 104.06",2022,0,0,0,2415,100,"0.915","0.017"
"SC","Census Tract 105.01",2022,0,1,0,4014,170,"0.871","0.062"
"SC","Census Tract 105.02",2022,0,0,0,3211,251,"0.854","0.082"
"SC","Census Tract 106.01",2022,1,0,0,3882,120,"0.879","0.103"
"SC","Census Tract 106.02",2022,0,0,0,3987,125,"0.89","0.012"
"SC","Census Tract 107.01",2022,1,0,0,2113,192,"0.833","0.06"
"SC","Census Tract 107.02",2022,0,0,0,4692,428,"0.733","0.243"
"SC","Census Tract 108",2022,1,0,0,4664,210,"0.912","0.059"
"SC","Census Tract 109",2022,3,0,0,3962,110,"0.951","0.027"
"SC","Census Tract 110.01",2022,0,0,0,4992,454,"0.928","0.024"
"SC","Census Tract 110.02",2022,0,0,0,4447,742,"0.833","0.084"
"SC","Census Tract 111",2022,1,1,0,2662,773,"0.723","0.152"
"SC","Census Tract 112.01",2022,1,1,0,4651,497,"0.858","0.031"
"SC","Census Tract 112.03",2022,0,0,0,4548,860,"0.855","0.086"
"SC","Census Tract 112.04",2022,1,0,1,5311,658,"0.835","0.142"
"SC","Census Tract 113.01",2022,0,0,0,3379,150,"0.927","0.036"
"SC","Census Tract 113.02",2022,0,0,0,3568,142,"0.74","0.239"
"SC","Census Tract 114.01",2022,4,0,0,4371,606,"0.844","0.132"
"SC","Census Tract 114.02",2022,1,0,0,2954,144,"0.684","0.233"
"SC","Census Tract 115.01",2022,0,0,0,2902,155,"0.961","0.029"
"SC","Census Tract 115.02",2022,0,0,0,3140,138,"0.815","0.124"
"SC","Census Tract 116",2022,1,0,0,2042,67,"0.886","0.076"
"SC","Census Tract 117.01",2022,0,0,0,2617,103,"0.951","0.039"
"SC","Census Tract 117.02",2022,0,0,0,3623,70,"0.83","0.142"
"SC","Census Tract 118",2022,3,0,0,3708,198,"0.873","0.09"
"SC","Census Tract 119.01",2022,1,0,0,5743,898,"0.501","0.427"
"SC","Census Tract 119.02",2022,1,0,0,2663,433,"0.433","0.507"
"SC","Census Tract 120.01",2022,3,0,0,4993,1151,"0.821","0.165"
"SC","Census Tract 120.02",2022,1,0,0,5280,292,"0.766","0.177"
"SC","Census Tract 122",2022,4,0,0,6118,91,"0.832","0.077"
"SC","Census Tract 123",2022,2,0,0,3535,1125,"0.297","0.691"
"SC","Census Tract 9601.01",2022,0,0,0,1677,40,"0.332","0.668"
"SC","Census Tract 9601.02",2022,0,0,0,3188,92,"0.109","0.874"
"SC","Census Tract 9602.01",2022,1,0,0,2288,77,"0.578","0.416"
"SC","Census Tract 9602.02",2022,0,0,0,3875,33,"0.319","0.628"
"SC","Census Tract 9603",2022,2,1,0,1346,15,"0.579","0.406"
"SC","Census Tract 9604",2022,3,0,0,1151,14,"0.686","0.267"
"SC","Census Tract 9701.01",2022,0,0,0,2278,77,"0.362","0.636"
"SC","Census Tract 9701.02",2022,0,0,0,3078,45,"0.674","0.325"
"SC","Census Tract 9702",2022,1,0,0,3247,47,"0.283","0.674"
"SC","Census Tract 9703",2022,2,0,0,4163,156,"0.398","0.599"
"SC","Census Tract 9704.01",2022,0,0,0,2180,74,"0.693","0.29"
"SC","Census Tract 9704.02",2022,0,0,0,2303,81,"0.869","0.124"
"SC","Census Tract 9705",2022,2,0,0,3542,31,"0.481","0.466"
"SC","Census Tract 9801",2022,0,0,0,10,0,"1","0"
"SC","Census Tract 1",2022,3,0,0,4262,31,"0.358","0.633"
"SC","Census Tract 2",2022,3,1,1,6419,330,"0.323","0.481"
"SC","Census Tract 3",2022,1,0,0,3946,1133,"0.735","0.159"
"SC","Census Tract 4",2022,0,0,0,952,118,"0.614","0.124"
"SC","Census Tract 5.01",2022,1,0,0,6390,590,"0.422","0.47"
"SC","Census Tract 5.02",2022,2,0,0,7873,1325,"0.555","0.379"
"SC","Census Tract 5.03",2022,3,0,0,6401,623,"0.705","0.201"
"SC","Census Tract 6",2022,0,0,0,2035,761,"0.593","0.287"
"SC","Census Tract 7",2022,4,0,0,5542,1627,"0.718","0.234"
"SC","Census Tract 8",2022,3,0,0,5850,2012,"0.583","0.356"
"SC","Census Tract 9.01",2022,2,0,0,3258,146,"0.845","0.113"
"SC","Census Tract 9.02",2022,3,0,0,8802,706,"0.798","0.11"
"SC","Census Tract 9.03",2022,1,0,0,2613,353,"0.626","0.291"
"SC","Census Tract 10",2022,0,0,0,3919,363,"0.669","0.114"
"SC","Census Tract 11.01",2022,3,0,0,3846,161,"0.668","0.289"
"SC","Census Tract 11.03",2022,0,0,0,2045,203,"0.089","0.707"
"SC","Census Tract 11.04",2022,0,0,0,4078,141,"0.212","0.674"
"SC","Census Tract 12",2022,1,0,0,1063,31,"0.971","0"
"SC","Census Tract 21.01",2022,1,0,0,533,49,"0.647","0.034"
"SC","Census Tract 21.02",2022,0,0,0,5940,111,"0.82","0.134"
"SC","Census Tract 21.03",2022,2,0,0,10108,1151,"0.817","0.062"
"SC","Census Tract 21.05",2022,0,0,0,4589,978,"0.839","0.063"
"SC","Census Tract 21.06",2022,4,1,1,10442,1362,"0.793","0.074"
"SC","Census Tract 21.07",2022,4,0,1,10205,1493,"0.686","0.049"
"SC","Census Tract 21.08",2022,1,0,0,4289,492,"0.798","0.027"
"SC","Census Tract 21.09",2022,0,0,0,4280,1466,"0.948","0.025"
"SC","Census Tract 21.10",2022,0,0,0,7349,1399,"0.918","0.014"
"SC","Census Tract 22.01",2022,3,0,1,6231,200,"0.922","0.022"
"SC","Census Tract 22.02",2022,3,0,2,3951,106,"0.915","0.052"
"SC","Census Tract 101",2022,1,0,0,1604,533,"0.94","0.008"
"SC","Census Tract 102",2022,5,1,1,3237,672,"0.916","0.039"
"SC","Census Tract 103",2022,1,1,1,3859,799,"0.99","0.003"
"SC","Census Tract 104",2022,2,1,1,6946,1061,"0.726","0.064"
"SC","Census Tract 105",2022,2,0,0,4445,1387,"0.646","0.127"
"SC","Census Tract 106",2022,1,0,0,3855,1105,"0.977","0.002"
"SC","Census Tract 107",2022,1,1,0,4803,1129,"0.928","0.021"
"SC","Census Tract 108",2022,1,0,0,2676,1047,"0.444","0.237"
"SC","Census Tract 109",2022,1,0,0,2193,1020,"0.725","0.058"
"SC","Census Tract 110",2022,1,0,1,1501,668,"0.72","0.071"
"SC","Census Tract 111",2022,2,0,0,2076,616,"0.94","0"
"SC","Census Tract 112",2022,0,0,0,686,852,"0.997","0"
"SC","Census Tract 113",2022,0,0,0,915,1522,"0.933","0.019"
"SC","Census Tract 9901",2022,0,0,0,0,0,"0","0"
"SC","Census Tract 201.01",2022,1,0,0,2922,61,"0.626","0.365"
"SC","Census Tract 201.02",2022,2,0,0,3786,37,"0.533","0.413"
"SC","Census Tract 202.01",2022,3,0,1,3490,81,"0.585","0.396"
"SC","Census Tract 202.02",2022,1,1,0,3221,33,"0.152","0.82"
"SC","Census Tract 203.01",2022,3,1,1,4032,62,"0.75","0.177"
"SC","Census Tract 203.03",2022,0,0,0,1877,147,"0.35","0.603"
"SC","Census Tract 203.04",2022,1,0,0,4542,140,"0.732","0.208"
"SC","Census Tract 204.01",2022,4,0,0,3856,12,"0.541","0.428"
"SC","Census Tract 204.04",2022,1,0,0,6600,250,"0.812","0.114"
"SC","Census Tract 204.05",2022,2,0,0,2738,33,"0.351","0.617"
"SC","Census Tract 204.06",2022,1,1,1,2389,597,"0.929","0"
"SC","Census Tract 204.07",2022,0,0,0,9435,1266,"0.883","0.036"
"SC","Census Tract 205.03",2022,1,0,0,5002,94,"0.738","0.226"
"SC","Census Tract 205.04",2022,1,1,0,4939,632,"0.367","0.601"
"SC","Census Tract 205.05",2022,0,0,0,3998,1244,"0.5","0.434"
"SC","Census Tract 205.06",2022,3,0,0,5908,791,"0.669","0.295"
"SC","Census Tract 206.01",2022,1,0,0,4217,629,"0.695","0.245"
"SC","Census Tract 206.02",2022,0,0,0,7700,219,"0.686","0.228"
"SC","Census Tract 207.07",2022,2,0,0,6429,301,"0.634","0.273"
"SC","Census Tract 207.10",2022,2,0,0,9125,346,"0.633","0.182"
"SC","Census Tract 207.11",2022,3,0,0,12106,701,"0.711","0.139"
"SC","Census Tract 207.12",2022,1,0,0,3421,738,"0.914","0.018"
"SC","Census Tract 207.13",2022,2,0,1,5983,495,"0.773","0.064"
"SC","Census Tract 207.14",2022,0,0,0,5170,1736,"0.668","0.269"
"SC","Census Tract 207.15",2022,0,0,0,4963,4796,"0.625","0.294"
"SC","Census Tract 207.16",2022,1,0,0,8531,2264,"0.558","0.228"
"SC","Census Tract 207.17",2022,4,0,0,5934,3645,"0.541","0.33"
"SC","Census Tract 207.18",2022,0,1,0,5333,2441,"0.539","0.341"
"SC","Census Tract 207.19",2022,1,0,0,4981,4180,"0.745","0.18"
"SC","Census Tract 207.20",2022,0,0,0,5504,3515,"0.87","0.045"
"SC","Census Tract 207.21",2022,1,0,0,2907,1297,"0.696","0.178"
"SC","Census Tract 207.22",2022,1,0,0,3021,3107,"0.904","0.033"
"SC","Census Tract 207.23",2022,1,0,0,3855,3586,"0.797","0.094"
"SC","Census Tract 207.24",2022,0,0,0,3649,197,"0.733","0.11"
"SC","Census Tract 207.25",2022,0,0,0,1949,2844,"0.734","0.113"
"SC","Census Tract 208.04",2022,2,0,0,2606,2972,"0.461","0.413"
"SC","Census Tract 208.06",2022,0,0,0,3632,3495,"0.573","0.303"
"SC","Census Tract 208.07",2022,2,0,0,9147,1829,"0.489","0.32"
"SC","Census Tract 208.08",2022,1,0,0,3838,3111,"0.371","0.346"
"SC","Census Tract 208.09",2022,1,0,0,3587,2200,"0.616","0.172"
"SC","Census Tract 208.10",2022,1,0,0,4104,3493,"0.549","0.253"
"SC","Census Tract 208.11",2022,0,0,0,4803,6402,"0.373","0.389"
"SC","Census Tract 208.12",2022,1,0,0,6769,2167,"0.892","0.037"
"SC","Census Tract 209.01",2022,0,0,0,1178,3191,"0.727","0.112"
"SC","Census Tract 209.03",2022,2,0,1,2653,1858,"0.823","0.135"
"SC","Census Tract 209.04",2022,2,0,0,4670,2930,"0.708","0.087"
"SC","Census Tract 210",2022,1,0,0,4306,1074,"0.568","0.155"
"SC","Census Tract 9801",2022,0,0,0,0,0,"0","0"
"SC","Census Tract 9501",2022,4,0,0,4865,42,"0.664","0.257"
"SC","Census Tract 9502.01",2022,0,0,0,2375,94,"0.502","0.488"
"SC","Census Tract 9502.02",2022,1,0,0,3550,43,"0.494","0.477"
"SC","Census Tract 9504",2022,5,0,0,3408,21,"0.526","0.452"
"SC","Census Tract 1",2022,1,0,0,1981,7193,"0.923","0.07"
"SC","Census Tract 2",2022,1,0,0,1261,4352,"0.961","0.034"
"SC","Census Tract 4",2022,2,1,0,3199,13135,"0.804","0.113"
"SC","Census Tract 5",2022,1,0,0,1624,6289,"0.948","0.017"
"SC","Census Tract 6",2022,0,0,0,1274,3894,"0.864","0.048"
"SC","Census Tract 7",2022,2,0,0,2818,10109,"0.773","0.17"
"SC","Census Tract 9",2022,0,0,0,1496,2950,"0.626","0.366"
"SC","Census Tract 10",2022,0,0,0,2660,15203,"0.789","0.165"
"SC","Census Tract 11",2022,1,0,0,2928,6889,"0.554","0.425"
"SC","Census Tract 15",2022,0,0,0,1565,8814,"0.558","0.442"
"SC","Census Tract 19.01",2022,1,0,0,4489,1163,"0.888","0.075"
"SC","Census Tract 19.02",2022,1,0,0,5552,1741,"0.674","0.25"
"SC","Census Tract 20.02",2022,1,0,0,6205,2936,"0.81","0.078"
"SC","Census Tract 20.04",2022,1,0,0,787,310,"1","0"
"SC","Census Tract 20.05",2022,0,0,0,6677,1391,"0.959","0.023"
"SC","Census Tract 20.06",2022,3,0,0,4882,2667,"0.781","0.167"
"SC","Census Tract 20.07",2022,0,0,0,3568,1808,"0.98","0.002"
"SC","Census Tract 20.08",2022,0,0,0,4263,395,"0.684","0.29"
"SC","Census Tract 20.09",2022,1,0,1,5554,502,"0.539","0.41"
"SC","Census Tract 21.03",2022,1,0,0,3690,87,"0.698","0.286"
"SC","Census Tract 21.04",2022,2,0,0,1964,179,"0.99","0"
"SC","Census Tract 21.05",2022,2,0,0,1978,242,"0.978","0.005"
"SC","Census Tract 21.06",2022,0,0,0,3162,355,"0.735","0.203"
"SC","Census Tract 21.07",2022,2,0,1,10536,916,"0.711","0.195"
"SC","Census Tract 21.08",2022,1,0,0,2060,158,"0.918","0.054"
"SC","Census Tract 22",2022,1,0,0,2504,60,"0.593","0.397"
"SC","Census Tract 23",2022,1,0,0,1468,22,"0.704","0.262"
"SC","Census Tract 24.01",2022,0,0,0,1547,48,"0.445","0.555"
"SC","Census Tract 24.02",2022,1,0,0,2744,31,"0.297","0.655"
"SC","Census Tract 25.03",2022,1,1,1,2293,115,"0.587","0.403"
"SC","Census Tract 25.04",2022,0,0,0,4902,195,"0.61","0.318"
"SC","Census Tract 26.04",2022,1,0,0,3515,2644,"0.698","0.205"
"SC","Census Tract 26.05",2022,0,0,0,3839,2664,"0.579","0.337"
"SC","Census Tract 26.06",2022,0,0,0,2361,965,"0.916","0.044"
"SC","Census Tract 26.11",2022,1,0,0,2844,1972,"0.771","0.089"
"SC","Census Tract 26.12",2022,2,0,0,6296,3501,"0.603","0.36"
"SC","Census Tract 26.13",2022,0,0,0,5962,3661,"0.684","0.235"
"SC","Census Tract 26.14",2022,0,0,0,3292,2742,"0.748","0.146"
"SC","Census Tract 27.01",2022,3,0,0,3317,2217,"0.286","0.628"
"SC","Census Tract 27.02",2022,0,0,0,5110,4785,"0.45","0.538"
"SC","Census Tract 28.01",2022,2,0,1,5085,2297,"0.818","0.161"
"SC","Census Tract 28.02",2022,1,0,0,2416,1367,"0.959","0.039"
"SC","Census Tract 29",2022,1,0,0,2527,2559,"0.69","0.279"
"SC","Census Tract 30",2022,2,0,0,3635,1859,"0.95","0.001"
"SC","Census Tract 31.04",2022,1,0,0,5313,2728,"0.327","0.457"
"SC","Census Tract 31.05",2022,1,1,0,3759,1973,"0.35","0.44"
"SC","Census Tract 31.06",2022,1,1,1,8950,1783,"0.484","0.364"
"SC","Census Tract 31.07",2022,2,0,0,5581,675,"0.335","0.404"
"SC","Census Tract 31.08",2022,0,0,0,4331,1704,"0.216","0.662"
"SC","Census Tract 31.09",2022,0,0,0,3289,2039,"0.597","0.353"
"SC","Census Tract 31.10",2022,1,0,0,6243,3496,"0.477","0.409"
"SC","Census Tract 31.11",2022,2,0,1,4085,749,"0.308","0.541"
"SC","Census Tract 31.13",2022,1,1,1,4412,1767,"0.371","0.466"
"SC","Census Tract 31.15",2022,0,0,0,8119,1806,"0.461","0.409"
"SC","Census Tract 31.16",2022,1,0,1,4711,3580,"0.439","0.38"
"SC","Census Tract 31.17",2022,0,0,0,3732,4343,"0.632","0.244"
"SC","Census Tract 32",2022,0,0,0,1799,364,"0.661","0.147"
