localityid,geoid,name,x,y,stfp,cntyfp,tractfp
0dd328b8-70c2-4811-9e36-3e94fbbabde4,1400000US28129950100,"Census Tract 9501, Smith County, Mississippi",-89.410,32.075,28,129,28129950100
0dfe987e-c5a3-4349-9aea-f45f9172e09b,1400000US28073020302,"Census Tract 203.02, Lamar County, Mississippi",-89.399,31.344,28,073,28073020302
0dfe987e-c5a3-4349-9aea-f45f9172e09b,1400000US28073020306,"Census Tract 203.06, Lamar County, Mississippi",-89.399,31.344,28,073,28073020306
0dfe9e7b-6c09-410c-94be-e4a3f63097a1,1400000US28141950101,"Census Tract 9501.01, Tishomingo County, Mississippi",-88.204,34.954,28,141,28141950101
0e0ee7bf-9863-484f-9b83-e8585c4c70e0,1400000US28153950100,"Census Tract 9501, Wayne County, Mississippi",-88.639,31.835,28,153,28153950100
0e3a326a-1cc3-46be-83d7-f5200a29d4a3,1400000US28121020208,"Census Tract 202.08, Rankin County, Mississippi",-90.023,32.287,28,121,28121020208
0e3c5251-e4f3-4805-bb28-5ae14e78c9d9,1400000US28161950200,"Census Tract 9502, Yalobusha County, Mississippi",-89.630,34.151,28,161,28161950200
0e42b540-af4f-4e2c-9cde-8e3bda6d4bfa,1400000US28105950100,"Census Tract 9501, Oktibbeha County, Mississippi",-88.739,33.506,28,105,28105950100
0e5c060d-6cbc-4fbd-a106-54384772635f,1400000US28085950100,"Census Tract 9501, Lincoln County, Mississippi",-90.406,31.610,28,085,28085950100
0e95764c-12ae-4ecd-a5dc-c9ad40570096,1400000US28129950200,"Census Tract 9502, Smith County, Mississippi",-89.612,32.024,28,129,28129950200
0e95764c-12ae-4ecd-a5dc-c9ad40570096,1400000US28129950202,"Census Tract 9502.02, Smith County, Mississippi",-89.612,32.024,28,129,28129950202
