pollid,location_name_clean,r3latitude,r3longitude,state,base_year,change_year,geom,change_type
0101000020E6100000E3A59BC4207054C0C3F5285C8F324040,KIWANIS FAIRGROUNDS,32.395,-81.752,GA,2018,2016 - 2018,0101000020E6100000E3A59BC4207054C0C3F5285C8F324040,added
0101000020E610000091ED7C3F35D654C03333333333334040,JC FAIRGROUNDS,32.400,-83.347,GA,2018,2016 - 2018,0101000020E610000091ED7C3F35D654C03333333333334040,added
0101000020E6100000CDCCCCCCCC3C55C085EB51B81E354040,EDDY MIDDLE SCHOOL,32.415,-84.950,GA,2018,2016 - 2018,0101000020E6100000CDCCCCCCCC3C55C085EB51B81E354040,added
0101000020E610000025068195433B55C0EE7C3F355E3A4040,ST JOHN AME CHURCH,32.456,-84.926,GA,2018,2016 - 2018,0101000020E610000025068195433B55C0EE7C3F355E3A4040,added
0101000020E6100000986E1283C03A55C096438B6CE73B4040,ROTHSCHILD MIDDLE SCHOOL,32.468,-84.918,GA,2018,2016 - 2018,0101000020E6100000986E1283C03A55C096438B6CE73B4040,added
0101000020E6100000B6F3FDD4783955C05839B4C8763E4040,FORT MIDDLE SCHOOL,32.488,-84.898,GA,2018,2016 - 2018,0101000020E6100000B6F3FDD4783955C05839B4C8763E4040,added
0101000020E6100000CFF753E3A57B54C0DBF97E6ABC444040,PORTAL CITY HALL,32.537,-81.932,GA,2018,2016 - 2018,0101000020E6100000CFF753E3A57B54C0DBF97E6ABC444040,added
0101000020E610000014AE47E17AC454C03F355EBA494C4040,BURGAMY PRECINCT BUILDING,32.596,-83.070,GA,2018,2016 - 2018,0101000020E610000014AE47E17AC454C03F355EBA494C4040,added
0101000020E6100000D7A3703D0AFF54C075931804564E4040,ZENITH ROAD BAPTIST CHURCH,32.612,-83.985,GA,2018,2016 - 2018,0101000020E6100000D7A3703D0AFF54C075931804564E4040,added
0101000020E610000037894160E5E854C01F85EB51B84E4040,MILLER ELEMENTARY SCHOOL-GYM,32.615,-83.639,GA,2018,2016 - 2018,0101000020E610000037894160E5E854C01F85EB51B84E4040,added
0101000020E6100000BA490C022BBF54C08716D9CEF7534040,BAILEY PRECINCT BUILDING,32.656,-82.987,GA,2018,2016 - 2018,0101000020E6100000BA490C022BBF54C08716D9CEF7534040,added
0101000020E6100000295C8FC2F5A054C07F6ABC7493584040,KITE CITY HALL,32.692,-82.515,GA,2018,2016 - 2018,0101000020E6100000295C8FC2F5A054C07F6ABC7493584040,added
0101000020E6100000D34D6210580155C025068195435B4040,PINE GROVE BAPTIST CHURCH,32.713,-84.021,GA,2018,2016 - 2018,0101000020E6100000D34D6210580155C025068195435B4040,added
0101000020E6100000713D0AD7A30055C0068195438B5C4040,BOARD OF EDUCATION BUILDING,32.723,-84.010,GA,2018,2016 - 2018,0101000020E6100000713D0AD7A30055C0068195438B5C4040,added
0101000020E61000000C022B87160155C091ED7C3F355E4040,CRAWFORD DEVELOPMENT CENTER,32.736,-84.017,GA,2018,2016 - 2018,0101000020E61000000C022B87160155C091ED7C3F355E4040,added
0101000020E61000008D976E1283F054C0E3A59BC420604040,SKYVIEW ELEMENTARY-GYM,32.751,-83.758,GA,2018,2016 - 2018,0101000020E61000008D976E1283F054C0E3A59BC420604040,added
